gene,HP22068_G11,HP22068_G2,HP22095_G11,HP22095_G2,HP22182_G11,HP22182_G2
UTP20,258.1105385,348.4316782,642.3574001,355.3079776,818.8970637,671.3136168
ARL1,1978.633871,3530.616313,5355.868257,4903.549909,8037.408489,5206.076123
CHPT1,625.5356838,795.4799987,1719.732874,746.0734342,1654.661506,1149.879671
SYCP3,14.62593133,22,102.6906599,11.38853909,12.41716715,16.05304251
GNPTAB,478.7676515,614.7638132,1028.833061,589.2449385,1200.364106,942.1443041
DRAM1,166.4464441,211.955662,587.1007538,378.2320715,564.7700728,475.7177069
WASHC3,1391.300094,2562.468108,3693.477266,2442.723658,4157.164185,2488.415469
AC079907.1,17,6,23.24541287,9,7,4.992899184
NUP37,229.1144227,355.0067655,618.0890754,401.1228909,763.9370633,480.2188052
PARPBP,25.39976792,31.48696087,57.1650175,49.24530795,102,76
HELLPAR,64.39584971,47,35.46682007,34.35272411,43.15962361,67.35036452
IGF1,38.52523406,30.47430776,29.24965981,32.21940204,114.1469457,35.49854548
PAH,30.42742806,44,73.89255129,32.95515239,78.00253419,60.3380146
ASCL1,76.65610742,142.7426265,324.1048941,333.3965953,718.3873226,661.2597423
STAB2,2,0,74.39534156,0,0,3
AC025265.1,19,23,65.59191829,33.1928849,9,9.400734033
NT5DC3,262.0414074,405.4142018,1629.850708,502.0850737,386.1873864,392.50985
AC012555.2,11,8,13,10,0,4
AC012555.1,5,13,5,10,4.871495091,3
HSP90B1,11489.04808,15528.35133,30489.64607,27978.18743,106679.2995,56885.80204
C12orf73,637.0026265,978.0500654,1288.383693,1175.250044,1752.198024,1069.147527
TDG,1059.052416,1480.180163,2355.647191,1538.552249,3206.593609,2444.414376
GLT8D2,286.6246783,378.3866341,1051.81348,595.0152606,757.3388421,422.2029463
HCFC2,706.3785027,1015.625721,2326.270928,1148.46924,2051.681296,1622.950017
NFYB,488.3514335,747.6084435,972.3944142,891.3865692,1582.656274,965.884924
TXNRD1,1068.934517,1652.062228,3672.015922,2372.774247,5268.785921,3799.146114
AC089983.1,3,13,12,3,1,3
EID3,105.3992002,175.6478957,173.3216147,175.0954086,325.3112926,247.7983539
CHST11,162.0996085,208.5125072,1052.187026,166.2958896,544.6316056,376.3405655
SLC41A2,336.0111444,391.1013461,1885.500768,371.2547459,695.0552603,674.3551853
AC089985.1,15.78107021,19,67.93707892,9,4,4.474098378
C12orf45,602.7393566,882.0984491,1252.881378,1210.508412,1849.251183,1246.791978
ALDH1L2,215.2294411,170.5270513,628.4574669,300.5754592,565.6912992,546.8092953
WASHC4,1028.056375,1422.411176,2844.403926,1413.532507,2840.458955,2396.522725
APPL2,526.0449751,704.1971056,2914.150354,1042.162601,1678.864998,1458.858562
C12orf75,4301.131746,6795.704323,13858.48363,11502.38298,13172.99181,8394.079491
AC011313.1,3,0,19,0,4,2.617065735
NUAK1,273.3593529,484.0412085,1029.669049,500.9065715,1233.437982,853.0483454
AC011595.1,6,9,24,5,5,6.979803588
CKAP4,1242.980771,1667.199185,2429.569559,2311.514886,3612.863934,2500.342584
AC079174.2,26.92674347,63,65.8066251,37.25006454,101.8672165,70.62404062
TCP11L2,251.0173559,338.6312929,653.6357226,321.0460014,814.2387087,738.4019674
POLR3B,122.8718574,148.1512226,640.407,138.1418759,383.6038501,274.0102267
AC079385.2,2,3,2,2,4,2
RIC8B,313.8944972,366.0023212,1706.600922,391.5279696,671.0431178,498.072656
AC007695.1,45.94199741,42,43.25177148,13.9708943,4.538052462,17.92783413
AC007541.1,137.0813509,302.0397371,467.2601999,435.0400439,491.7062214,337.1158153
TMEM263,1223.252699,1542.524469,4948.027132,2903.109783,4241.285312,3426.411797
MTERF2,437.8885183,648.9203793,981.8600974,667.5617641,1032.425819,949.7844298
CRY1,219.5842286,366.1185212,3610.812182,495.6653137,762.7358908,651.1699827
BTBD11,161.3595052,361.4613298,4533.207952,337.3164762,365.8169374,274.6062434
PWP1,723.4114852,1210.023012,2085.021522,1389.949879,2790.410017,1814.659318
PRDM4,382.0830682,495.3346422,1038.092939,517.990888,969.1147271,804.3735047
AC007622.2,25.41893933,15,186.743982,7.391690574,7.361974923,28
WSCD2,198.0281131,275.7044975,672.5948583,354.1208471,438.3731129,351.7209529
CMKLR1,18.23051729,29,43,37.70519099,84.60294908,54.00117527
FICD,280.6800716,466.6196112,719.6111612,564.1228724,1197.334036,912.1404321
SART3,415.5594504,517.0154084,912.1891743,539.993666,1244.886321,965.4924235
AC008119.1,19,21,74.75878665,18,14,27.43119168
ISCU,2489.250181,4395.405327,6002.281178,6331.369006,9581.085133,5302.185519
TMEM119,87.76493389,74.50043098,77.65884957,64.04935304,137.6575144,94.45742711
SELPLG,5,7,4.132559814,6.154016624,15,14
CORO1C,364.7356459,617.8239975,825.1438764,413.5094345,1194.865492,1013.298125
SSH1,354.912969,558.820019,1492.512864,581.7764078,1118.456346,792.0597151
AC087893.2,2.38323982,3.972273781,6,6,9.119971661,14
SVOP,172.7960842,306.0509941,1278.533658,225.6848821,455.7123948,263.3774027
USP30,152.7197064,226.6183476,642.4964742,225.4065468,414.9310629,301.7363161
USP30-AS1,15.79871611,50,44.01461621,39.02893019,57.20368668,40.94241314
ALKBH2,165.4885339,279.322437,277.9345388,294.6607865,592.709046,477.9243313
UNG,163.7408773,238.6152686,392.4939771,291.3274435,506.7400265,363.902004
AC007637.1,9,7,148.9855373,5,11,17.47751972
ACACB,259.4264676,353.0347686,1679.402007,259.9389396,526.3563158,454.8431248
MYO1H,4,0,50.29709948,0,0,2
KCTD10,227.9662772,334.0003718,475.9870274,283.8010758,982.7046983,653.667291
UBE3B,245.8297755,445.2671183,868.7464067,418.2426576,774.0179553,646.4332166
MMAB,670.3082248,1091.281502,2022.414127,1113.427701,2594.097371,1682.999834
MVK,143.7955569,305.7122858,411.705901,257.3882881,583.5468345,389.9019889
FAM222A,478.1992567,1070.043784,1877.340856,1208.621376,2426.698008,1581.693626
FAM222A-AS1,2.170041316,3.875852367,1018.513841,6,0.401183177,8
TRPV4,11.60648019,19,77.27594085,16.82808376,12.51963401,23
GLTP,419.8008561,715.3608649,1261.226078,674.885122,1542.466383,946.0612937
TCHP,335.7308086,403.5498962,917.826178,494.906264,845.1853981,575.8881378
GIT2,368.4934398,432.885576,1307.648202,365.5490859,808.2209846,511.9261957
AC084876.1,2,3,4,2.250675425,3,6
ANKRD13A,380.6933552,553.9325662,1071.326457,644.9490527,1184.323278,944.3554903
C12orf76,731.8788158,1055.056876,1808.585304,1580.295865,1897.653441,1401.575299
AC007546.1,8,9,10,8,15,16
IFT81,357.1540852,619.3879255,1418.232378,805.1473123,1530.341027,958.4489913
ATP2A2,1513.483419,2265.443823,4349.536195,2388.296416,4108.211731,3301.521472
ANAPC7,461.0188051,575.2445227,1068.776895,595.5645783,1219.302188,760.4352439
ARPC3,8648.053825,15121.80292,18916.05016,17265.855,26379.39887,16472.9274
GPN3,463.1370405,875.9214083,1074.888208,1171.73596,2169.313904,1319.924649
FAM216A,102.0452438,167.4496058,384.503413,265.501934,359.1710247,265.5232144
VPS29,2276.258846,3802.334856,5769.690303,4365.821094,6458.429758,4013.231573
RAD9B,7,7,10.38967914,10,7.911132048,7
PPTC7,226.276078,351.2349903,648.7152695,342.9397451,716.3450177,580.5596191
TCTN1,523.1730677,834.1444929,1275.154176,1001.427408,1618.262695,1215.148302
HVCN1,35.42780917,47.61794393,113.3100922,56.65830916,148.8863633,110.7394782
PPP1CC,1198.345601,2092.313277,3283.700739,2689.362527,4176.129525,3147.629714
PHETA1,93.38709399,142.2335609,104.7181672,72.7727291,123.1979912,85.94765939
LINC02356,3.123724438,2.690404257,47,12,8.067694461,5.665499347
SH2B3,146.6040194,235.7301293,615.4838256,223.5485067,543.6240899,303.8258027
ATXN2,1665.121811,1968.059862,6776.344616,2900.800785,3881.657585,2927.158775
ATXN2-AS,3,9,15,0,16.01173827,16
BRAP,296.0272392,436.4000795,1406.949005,597.6477475,1036.93525,782.2708241
ACAD10,203.8472564,216.2865684,724.127115,176.3576189,300.7456387,285.0663596
ALDH2,731.6651707,1011.704346,1075.269761,687.3943777,1751.612567,1273.720233
MAPKAPK5-AS1,543.6953137,825.2946972,1203.246869,1064.985788,1722.466789,1068.740423
MAPKAPK5,322.4435289,391.9985474,828.7406181,580.562298,879.1459509,652.5761809
TMEM116,78.94825813,165.1020458,233.9232916,108.0220693,270.115109,274.0381594
ERP29,8686.943455,14535.43238,23053.52808,20366.27519,26418.81297,17375.90891
AC073575.2,10,7,7,13,9,7
NAA25,418.4311082,441.844584,1589.064842,416.9151839,881.6444956,807.5447197
AC073575.1,5,0,24.67952028,0,3,2
TRAFD1,281.7685048,347.121651,522.202028,292.4091673,519.4551414,361.853744
HECTD4,1053.768573,1257.201171,7271.913242,1535.82874,1929.528896,2109.567483
AC004217.1,3,0,12.21379042,3,4,0
RPL6,35719.57213,55909.05166,69529.74054,56782.5711,113402.5274,74858.73766
PTPN11,1234.512058,1653.087666,3197.028998,2849.539269,5543.542481,3685.509219
RPH3A,48.52432589,53.16031125,193.2768185,91.19283879,446.2792337,178.1354649
OAS1,93.33194607,180.3762363,202.4525623,173.7421564,433.3611443,251.7752121
OAS3,57.14804525,98.00414752,106.2684047,64.55612357,143.1572094,104.7056426
OAS2,9,14,37.03753498,25.10504067,79.69933378,63.48419187
DTX1,51.71898821,52.47107153,64.34727126,55,135.6557728,137.7147203
RASAL1,18,27.41407997,41,20,28.40838156,24.73267572
DDX54,377.085058,519.2442371,737.9198419,421.5902823,929.2858403,645.8139543
RITA1,177.3822177,327.9268873,546.7250682,410.041565,608.851985,425.6897779
IQCD,67.47309457,105.454041,123.4924763,45.90635085,164.0181795,129.3238716
TPCN1,372.6511507,459.41663,1347.246188,276.9753467,532.9616443,537.2328849
AC089999.2,9.877079973,5.193228047,7.372179759,16,12.0035438,16
SLC8B1,123.8294676,121.0149572,139.5088573,100.0645331,194.5977808,198.404064
PLBD2,329.2731167,434.3384428,757.0839088,468.0198145,1225.141434,814.6655772
SDS,379.2397784,366.7723581,1234.613875,715.2876277,1236.723868,1059.696026
SDSL,658.7674431,1216.203922,1394.939196,1049.560204,2457.039067,1332.80436
RBM19,242.8299783,225.9054802,558.1059647,328.1674228,710.2372969,563.5741885
TBX3,199.3955111,172.8569228,178.4244445,156.1309883,690.1658302,636.1411075
AC026765.3,7,2,6,4,4.204701643,10
AC078880.4,3,4,0,0,3,0
MED13L,1049.896405,1324.293293,6977.365326,1217.740592,2274.211111,1935.153475
AC012157.2,5,1.815880617,7,2.318024497,4,0
AC130895.1,21,25,31,12.71608218,31,19
LINC00173,3,2,2,0,2.468546975,1
MAP1LC3B2,110.4141479,190.4834553,92,75.68865647,213.4639224,173.6395572
C12orf49,372.5352765,652.401034,597.4790572,567.7153653,1442.17306,1029.98268
RNFT2,52.41495097,77.18558052,179.7582772,73.91003455,175.7744325,118.9971813
HRK,103.8697614,176.4477048,119.7629979,223.6972071,620.1521799,414.7468674
FBXW8,191.7643598,227.9766221,2079.569644,240.967133,439.9846919,341.5977639
AC083806.2,50.67497857,38.33519245,33,23.95822223,16.38094767,33.21764698
AC127164.1,249.1898267,165.6881334,237.5869322,115.9492424,59.36285171,146.0565387
AC026368.1,4.022382661,4,13,1.440214805,6,2.574671966
TESC,945.9959168,1462.626811,2397.73069,1590.321964,1914.713793,1066.359563
FBXO21,915.083067,1496.650923,2789.74208,1891.695088,3195.165949,2427.428859
AC073864.1,1.848436442,1.809949882,0,2.367528467,6,6
KSR2,225.6358379,300.9691305,2312.057739,471.3090105,848.7922426,749.3425215
RFC5,64.9385583,111.4538911,182.5754637,165.3143586,217.9243286,156.5630829
WSB2,933.9276837,1670.204418,3300.97826,1762.419383,2880.205769,1940.082478
VSIG10,233.8970429,220.9028914,554.3714045,211.4333728,473.7455988,328.7426044
AC131238.1,5.515391003,12,15,10,18.15896813,11
PEBP1,10793.36707,19495.01302,29364.11096,24455.90571,42092.14802,24118.92832
TAOK3,1141.414893,1352.436348,3661.067987,1413.124599,3631.284503,2527.930623
AC026367.1,5,7,8.48349837,8,11,3.296788583
SUDS3,1266.800782,1787.48285,2654.971078,2353.926241,3884.734862,2750.276453
AC026367.3,5,14,10.42251658,12,4,4
AC026367.2,10,10,17,7,10,2
SRRM4,46,28.8712771,91,21,19.60325867,20.05249203
HSPB8,73.92477097,65.32627386,162.2027427,103.9594691,131.58474,106.5373378
AC002070.1,6,19.18856374,206.6308186,34.41460461,67.14376943,38
TMEM233,51,55.31211554,228.6087553,141.5072817,379.4480966,112.8228578
PRKAB1,101.8483259,228.0998232,308.511991,157.3534792,418.3607047,269.5798313
CIT,4.249979319,6.953737819,90.22191735,24.99789542,73,35.00463391
BICDL1,216.3770054,272.7584312,1823.894167,288.4577738,431.4701223,450.9768143
RAB35,249.3215394,340.0323792,576.6794834,278.0628676,727.4204717,570.2997907
AC004812.2,80,155.1278254,186.2148659,171.6709319,265.5563174,149.3263171
GCN1,404.7409474,443.1785902,890.0866718,427.5836521,811.0037088,562.4933694
RPLP0,26391.04073,36924.3834,54675.08417,43678.27626,68194.54333,46184.02422
PXN-AS1,237.7145731,308.9932781,429.8836575,336.5312201,339.7905282,190.5756
PXN,386.0674663,575.4772456,994.145261,642.1298662,1166.160784,725.0355632
AC004263.2,4.939749309,4.20142269,7.372931307,9.30941142,8.030832722,3.499456015
SIRT4,27,32,86.14309282,34.06955229,71.58109246,40.462106
PLA2G1B,2311.95803,2475.658885,2524.956814,1591.517495,1268.849281,548.3834809
MSI1,146.2471293,256.4440003,566.0305125,177.1276046,291.145737,195.2172057
COX6A1,11261.79991,17096.47049,24211.44151,22268.29122,26614.11199,15457.0154
TRIAP1,587.6614095,908.0029172,1781.576684,1281.194686,1974.618808,1071.899505
GATC,407.8057169,499.5238389,1199.361602,857.6633901,1148.890761,756.1925955
SRSF9,3462.441684,5697.202313,8567.74239,6694.685705,11262.9415,6574.961259
DYNLL1,11411.71342,18446.23029,27010.86853,20961.61522,42031.59708,23984.72343
NRAV,107.7617766,144.0682756,181.6001558,150.8967205,309.0414316,274.0359957
COQ5,354.0152993,536.4711582,828.3060675,521.0170148,1073.071849,544.7120683
RNF10,774.470585,1323.444537,2501.433013,1332.995776,2435.673767,1920.124232
POP5,952.6516853,1293.151647,2041.67978,1516.981885,2473.019594,1321.895193
CABP1,34.87467924,42.1595691,143.530671,74.07762152,234.1986853,133.038194
MLEC,2581.926009,4129.212936,5528.051443,4555.964044,9319.041241,5902.230167
AC069234.2,42.50592661,40.96196105,15.59623042,4.060406796,31.14733517,36.29749653
AC069234.5,3,5,4.742158891,0,8,5
AC069234.4,3,3,3,3,2,0
UNC119B,216.8329153,301.7544827,412.97829,444.5662359,658.9535465,536.4258554
ACADS,309.9055937,394.2075352,499.3397261,339.5662055,628.7020947,354.7807643
SPPL3,493.3823002,836.5907416,3326.890447,654.2528893,1396.581448,1137.587673
HNF1A-AS1,462.694244,445.836965,3743.751242,661.8295305,619.2875193,533.7838933
HNF1A,134.6921622,186.2618334,351.1432603,139.6419397,199.32415,123.5306047
C12orf43,301.8430579,437.2119468,698.4663979,593.0032887,1144.946732,705.0184275
OASL,11,25.28166921,25.99977438,15.38128747,25.30650587,16.80439397
P2RX7,29.31271457,23,48.56751737,14.19859841,35.00771275,46.40450184
P2RX4,470.3377685,638.8931882,1219.495076,648.8502875,1286.153147,892.8160576
CAMKK2,164.1763518,272.6444013,228.8524424,135.3012817,295.7472884,281.6518203
ANAPC5,1566.736711,2143.002408,3324.475909,2765.591825,3224.14171,2297.736454
RNF34,340.2824982,532.3958371,1417.988534,700.6975145,974.060442,749.2318939
KDM2B,150.7831004,158.3541018,592.617648,104.137894,268.9671711,201.4634678
ORAI1,173.4989771,261.233115,408.0200318,278.8924867,504.8636948,324.7480218
MORN3,27,29.26794271,21.04331284,14.80819382,78.57446475,38
TMEM120B,104.6014307,149.392896,501.3551141,148.3342974,196.569965,185.521993
RHOF,60.8147184,79.67965197,70.33489773,78.04092295,132.2892007,99.50667845
LINC01089,107.8331504,169.391554,236.3782299,199.0530821,343.711934,252.943133
AC084018.2,29,26,39,13.52265579,105.6868856,75.74516281
SETD1B,173.5540634,218.1488418,467.550673,129.8078943,331.2207766,299.2482714
HPD,6.861354493,5.426163703,11.05736385,2,3,3.919946406
AC069503.4,4,0,0,3,3,9
PSMD9,1184.315966,1924.332758,2762.946123,2079.088234,4610.125726,2766.903128
WDR66,61.04439649,81.95922199,130.0497741,56.10149566,90.31646239,77.00605671
AC069503.1,5,9,12,4,4.309789201,7.808851287
BCL7A,419.6885434,549.3998855,647.1016002,468.8130402,1031.56733,838.9902144
AC156455.1,98.15333634,184.9204615,409.796941,218.9870272,375.7441215,222.7306677
MLXIP,1444.104441,2037.187248,2946.047906,1516.563743,2707.124447,2313.813641
LRRC43,7,16.32435367,77.78070851,5.384804535,27,4.446649187
B3GNT4,25.45978729,52.44138634,72.19139615,41.36472046,94.63083136,83.2842732
DIABLO,75,53.56123228,44.50547558,44.3853712,86.4208501,99.91429724
VPS33A,248.5814061,435.0571317,937.3586645,391.0286433,928.556565,698.6182223
CLIP1,1381.547641,1775.018253,3234.092294,1912.003656,4128.645794,2980.090919
CLIP1-AS1,7,10,37,5.030213943,9,8
ZCCHC8,457.1848834,540.2070495,1140.103916,722.5587025,1337.439501,1053.430884
AC127002.2,4,5,8,3,28,14
RSRC2,2710.89125,3962.946896,5622.40011,4755.349278,8342.463868,6542.76865
KNTC1,65,44.65996463,109.3658883,72.72587618,73.58298107,97.83096132
AC026333.4,6,3,4,6,0,4
DENR,1705.884152,2390.200144,3943.279883,2787.349939,6106.589743,4421.122377
CCDC62,12.3377166,31,202.2873297,48,42.62048863,40.00302486
HIP1R,619.4177475,788.8091359,1240.882724,546.5597996,980.4577745,885.6032042
VPS37B,274.3550027,375.1446704,782.0341452,286.5721942,747.1930898,606.6499023
AC027290.1,13,4.904094535,8.763798603,4,0.434641758,4.135822378
ABCB9,98.6003699,110.5169014,306.7527248,81.32356873,142.5983114,129.8444188
OGFOD2,167.7326386,246.5123056,251.3721564,192.108178,408.0966819,303.8711496
ARL6IP4,4753.358454,7479.056855,11844.82383,8878.977037,15314.09523,8249.568006
PITPNM2,144.4472433,180.699971,1101.217936,214.336301,313.2296155,224.5375682
MPHOSPH9,364.8007133,509.4904408,1368.422497,473.4742912,790.3076777,705.6199057
C12orf65,717.8744539,1197.150841,1624.986024,1426.343872,2649.561483,1780.377169
CDK2AP1,2144.016623,2945.982083,4776.930342,3612.629522,6678.116942,3488.710089
SBNO1,1005.596812,1674.710651,2898.949288,1857.214896,3303.98949,2729.433127
SBNO1-AS1,116.037639,126.493139,265.9688866,114.0630031,326.5584188,248.3068511
KMT5A,421.0965974,389.1836291,799.4371247,612.5573104,1260.154726,852.7932112
RILPL2,128.3227918,250.0963347,249.1018497,232.3528103,846.6834094,430.0447609
SNRNP35,709.3638011,1002.009224,1652.898963,1145.787872,2224.698828,1281.785848
RILPL1,165.8295424,228.0043529,593.2545312,209.6498855,385.6979016,448.589654
AC145423.3,6,5,2,3,0.567133866,4
TMED2-DT,38.96327053,50,69.82612901,40.61771017,56.50259854,51.05994277
TMED2,2418.159124,3862.204017,6970.506361,4789.9774,8861.270383,5969.566292
DDX55,229.3366357,374.0990534,548.462188,431.5125319,836.171221,629.3613476
EIF2B1,457.2309204,605.6717864,968.8725387,733.0722097,1140.600726,727.1100657
GTF2H3,386.0709249,609.7228716,966.7825677,826.3923034,1144.384042,891.9642988
TCTN2,56.39673998,54.09558548,143.6717489,50.8294935,107.1158154,90.38254101
ATP6V0A2,244.0554311,288.8424693,565.4040458,333.9880199,705.5027218,580.8173339
DNAH10,4.018369576,7,23.16826149,0,4.764964064,10
CCDC92,483.864627,815.4181338,1443.011008,915.9225509,1200.165383,956.9581239
DNAH10OS,28.84343992,53,27.96477011,34.43471835,79.17938002,66.98620429
AC068790.7,23,16,14.92116532,8.856388758,23,27
AC068790.4,5,2.78772156,4,7,6,6
AC068790.3,14,11,14,5.614597411,14,11
AC068790.2,9,5,6,6,7,11
AC068790.5,5,8,4,0,10,5
AC068790.6,12,6,8,6.399365136,17,20
ZNF664,502.5911179,843.5594874,1175.603487,906.1706325,1850.215587,1460.87909
RFLNA,8,25,425.5653552,16.58201322,15.617535,14
AC068790.9,24.26919574,42.29917568,35.16410467,56,53,29
NCOR2,980.6107232,1470.011542,3172.450931,1357.15238,3063.843701,2512.02965
AC073592.1,36.07245196,68,32,10.23605844,19.19227933,50.0858892
SCARB1,169.4650534,169.7952038,517.8643121,233.7989863,408.787809,250.4361288
AC073593.2,9.190051568,16.32321444,90.45311072,16,10.83858334,13.42149369
UBC,12811.09824,23334.0109,27923.90127,21545.43452,44105.6055,33726.69521
DHX37,167.806845,173.6064449,360.7403575,132.4379442,423.7614198,366.9156043
BRI3BP,645.7339206,979.685372,1597.579559,1196.40397,1928.69226,1386.974509
THRIL,55.55621832,48.76299718,16.08472195,45.00091853,21.8331818,10.48505752
AACS,500.3559352,888.2755922,1990.525288,1413.907086,1555.349143,1309.265468
TMEM132B,106.2561163,208.4382773,2445.209198,718.5051793,182.1255665,225.4912401
LINC00939,2,2,30,5,0,6
AC007368.1,15,11.26499356,627.5277771,6,7,15.28562984
LINC02347,4,0,12,0,0,3
LINC00944,4,2.516999196,7.23229198,3,15,15
LINC02405,23,46,545.8219058,58,32,30.76803583
AC079949.3,4,5,208.1082607,4,4,3.174281824
AC079949.1,44.50586049,41.24418693,51.83630075,52.16014445,33.03766373,36.56520776
AC079949.5,6,9,22,6.356966787,20.52086143,22
AC079949.2,29.73171606,56,131.2800142,65.05251918,74.71650197,47.03478993
TMEM132C,34.72106878,61.28260094,402.9191022,18.39376373,32.64325384,30.74624758
SLC15A4,372.0377181,590.2406548,1445.953004,468.8748938,1159.90092,1000.708976
AC108704.1,7,4,7,10,12.86456774,14
GLT1D1,138.4967309,168.2085408,1402.875167,342.00187,276.3486325,161.7255223
TMEM132D,311.9734406,407.1371193,12519.85423,383.509661,789.871961,903.880944
AC130404.1,44,43.27882263,70,19.80898103,53.86967811,67.64400676
AC055717.1,10,10.7526623,15,10,26,15.05783132
LINC02419,2,6,2,5,8,5
FZD10-AS1,17,14.44006345,9.703600381,11,30.19261723,30
FZD10,12,5,10,11.47244324,13,10
PIWIL1,6,0,11,0,6,4
RIMBP2,830.6570611,1128.372212,8531.756347,1167.082174,1502.561085,1568.547622
AC063926.1,13.86724431,10,15,26,21.03560186,22
AC095350.1,7.966233557,11,41.68808773,1,0.909387289,8
STX2,593.1213313,872.3097157,1530.075374,991.4096197,2085.253002,1667.778011
AC073912.1,10,12,19,4,0.663248216,9
AC073912.2,3,9,0,0,5,5
RAN,5755.337787,8648.216723,12459.05522,10472.64039,16584.88314,10314.3451
ADGRD1,12,21,39,12.74679687,8.544742583,6.557738885
ADGRD1-AS1,32,37.70859251,54.00630062,47.69206607,35,23
AC117500.1,3,7,21,13,6,0
SFSWAP,719.9945694,927.4840841,1925.71891,1039.434456,1984.497296,1719.309719
MMP17,14,11.84065818,7.215056577,15,41.96720853,21
ULK1,379.0358203,419.7572133,429.7427829,303.0204643,491.1091743,423.8779532
PUS1,108.2359333,216.3283443,141.4736886,114.2637244,206.2542956,140.6153497
AC131009.3,2,11,15.30384246,37,35.03634143,27
EP400,428.1222788,611.9128909,1642.628898,455.4724902,918.5283297,815.4535663
DDX51,139.7540954,261.4721358,178.4967109,179.8625584,452.2965263,285.127829
NOC4L,225.3404388,393.7766738,500.093004,398.4582895,615.5363069,449.4954826
LINC02361,8,12.35662641,13,9,19,9.73194139
AC148476.1,4,7,3.54549465,1,4.319946961,1
FBRSL1,386.2635452,604.4707183,1125.509431,519.8339188,724.8664693,692.7008697
AC131212.1,1.790973839,4.769025892,6,6,9,3.759887464
P2RX2,13,26,9,1.363836382,15,4.706793767
POLE,39.36199548,83.65038875,100.2567859,17.8346611,116,75.83206467
PXMP2,378.7169854,480.8396942,683.40861,552.1810573,919.1787747,490.8276784
PGAM5,169.3119127,235.0592736,326.6842508,234.7864172,440.8968815,304.3629979
ANKLE2,968.4772759,1289.783051,1554.45668,1241.675157,2413.539503,2286.972146
GOLGA3,895.6755883,1244.715158,2144.713168,1683.754626,2606.387014,2227.335949
CHFR,296.9383526,339.6857089,1335.250089,300.7377459,478.0884311,530.4190433
AC127070.1,35.56786933,81.66076647,121.1674019,84.2465623,244.6322288,123.7060179
AC127070.2,11.26353356,53.39190167,60.97093618,50,57.34961025,26.16648104
ZNF605,389.4435504,420.3112578,567.4620918,528.2924403,799.7197413,663.5224152
ZNF26,255.55099,249.3783582,661.3767947,207.7030807,448.7894828,424.2151294
ZNF84,311.3005096,433.9003428,1236.262155,601.6375,754.9330609,777.0947199
ZNF140,173.9924129,293.5249261,684.5788701,231.6143867,389.4732295,431.8428924
ZNF891,426.2364228,386.1060195,529.6762594,395.8049453,591.0948403,519.7480906
ZNF10,234.5909526,234.8127381,2274.298599,206.5274889,522.5005208,468.2867884
ZNF268,251.870311,331.672925,560.7413053,344.0683982,647.4210684,404.9604065
MPHOSPH8,2464.37081,3916.908549,5431.823388,4378.135072,8675.796566,6396.583591
PSPC1,510.6026989,806.2298361,3216.940343,922.622293,2368.57946,1493.718784
ZMYM5,493.0626525,627.9031559,1673.603733,880.2023771,1264.155057,1173.084174
AL355001.1,9,6,95.48647706,7,2,5.138315985
AL355001.2,140.5705128,215.2152396,387.0944969,239.5937443,336.8207532,277.4651811
ZMYM2,1210.363271,1250.162397,5797.815853,1529.649947,2341.125629,2267.79124
GJA3,131.9607529,232.4168079,574.524232,370.2770598,140.03269,124.2765625
GJB2,34.1961712,25.266068,9,11.65739099,24.01343908,38
CRYL1,411.7400023,661.5118783,1281.322704,732.0940618,1442.328569,774.4322262
IFT88,411.5908864,490.1035355,1510.677873,646.9506271,1793.150352,1377.736027
AL161772.1,60.98497941,94.07879346,172.7896108,81.3880171,254.4628076,101.5813532
IL17D,10.88467586,22,61.41487505,42,45.62125631,33.65301856
EEF1AKMT1,296.8853325,555.7247777,1080.692675,582.232632,949.0451265,547.2832324
AL512652.1,4,0,2.146941934,4,3,3
XPO4,180.0891694,238.8923372,1814.758708,239.3398386,506.5088724,445.9416198
LATS2,127.7717013,134.1196879,295.2767584,104.2508572,385.2923257,330.3709004
LATS2-AS1,9,14,12.96846369,8.854751552,13,18
SAP18,5463.942851,9883.01451,12795.24864,11211.97389,16999.53873,10225.1004
SKA3,13,6.578614593,15.1297538,15,16.31811112,13.97398417
MRPL57,3298.986365,5796.757753,8375.287302,7854.90492,11914.46393,7048.368498
LINC00539,39.14360319,34.08078805,40.1010395,19.23410921,38.1451206,59.5911515
ZDHHC20,424.5685683,554.330655,1950.038624,472.693908,1310.806574,998.5979664
MICU2,806.0135862,1317.214621,4167.75481,1802.087966,2883.271012,2144.041558
FGF9,91.11329096,181.3397165,260.4542316,177.760891,426.4076336,266.0319231
AL136962.1,4.070059154,4.167634556,77.20202736,3,3.114484692,10
LINC00621,9,7,45,16.37884071,26,25
SGCG,3,6,33,6.930746145,22,13
SACS,388.1368188,440.2746521,1511.251461,756.0393854,952.6590302,947.0588619
SACS-AS1,6,6,14,4.826628014,7,12.72384419
LINC00327,2.418210846,17,101.5061256,41,32.1312865,39.85823148
TNFRSF19,203.0499714,303.1429389,1762.428797,348.9633833,579.390443,469.0467572
MIPEP,161.8246581,238.7975256,1060.003001,294.2042474,454.3073747,345.1288572
PCOTH,35.08443303,73.95473298,104.6179411,80,63.25746433,43.23996626
SPATA13,510.779287,536.1287397,1716.335763,275.513634,587.929974,604.5100423
AL445985.1,3,7,10,4,14,11
C1QTNF9,3,4.306736585,21,2,0,0
