gene,HP22068_G11,HP22068_G2,HP22095_G11,HP22095_G2,HP22182_G11,HP22182_G2
PARP4,466.4715448,673.6001623,1239.945893,513.7879406,1135.716213,946.8270671
RNF17,7.306723499,5.639098478,3,0,37,26
CENPJ,94.76486191,88.80083074,141.3821118,102.2017703,168.8286429,196.529495
PABPC3,5,0,0,0,3,4
AMER2,4.050842344,9,10,6,24,19
MTMR6,557.3452665,885.8874454,1393.460631,1174.93946,2359.832081,1627.430531
NUP58,793.2853769,1131.844876,1836.798036,1163.516908,2001.37545,1838.87174
ATP8A2,15.35534085,20.41826641,745.9855309,148.954083,62.29002486,69.54866921
SHISA2,29,46.67507499,22.53233838,25.5528392,30.59758772,57.85874321
RNF6,767.6733977,1065.414032,1718.588306,1606.908641,2367.804138,1897.285642
AL138966.2,35.87685135,48.34396555,63.27884974,72.99470568,122.7512447,41.82588859
CDK8,234.4348751,305.7084286,3594.551627,537.7150293,546.410768,477.6820282
WASF3,177.9447463,297.5552365,1048.648158,339.3282237,543.9588337,447.1119159
WASF3-AS1,35,28,92.05119486,8.139348635,14,20.97584621
AL159978.1,13.1568832,4.881094245,12.78666685,7,12.02897587,29
GPR12,9.308719103,12.41036425,14,13,8,5
USP12,667.2913706,1019.904818,2066.993083,1575.146387,2844.210345,2213.423062
USP12-AS2,2.67317078,4.541330308,7.190056176,1.632560981,9,2
LINC02340,4,7,412.9342536,9,16,4.683231685
LINC00412,3,3,0,6,7,5
RPL21,50429.16747,75777.03968,103301.5408,83846.65463,148408.3066,96995.2364
RASL11A,141.5036064,215.7740811,357.251643,203.4760164,276.6512973,192.3809112
GTF3A,2139.642662,3620.890491,5516.132853,4512.040769,7801.927,4686.280484
MTIF3,2318.265473,3290.645469,4944.670929,3471.608605,6807.83584,4384.163718
LNX2,232.8592302,272.8287654,775.4877303,253.0262842,399.381061,408.5568761
POLR1D,2261.610282,4256.556935,4789.887308,5601.907217,6578.69635,5378.862619
PLUT,82.09795969,78.09529248,2922.193033,50.19254295,141.4017249,147.0356097
PDX1,824.0831998,1221.626115,2023.525391,1120.954359,3397.983794,1712.124965
LINC00543,46.34396423,53.21558771,67.03202219,51,114.4679645,101.2250607
CDX2,22.34938327,22.31365534,7.594609665,14.5932601,54.58778795,30.73011105
FLT3,10,13,9.273834913,5,6,8.519583638
PAN3-AS1,30.71133246,25.51714857,46,58.1744636,80.03131807,57
PAN3,229.8529643,348.12776,4974.448851,241.7784358,410.7125578,424.905996
FLT1,196.1775579,294.0505651,2522.422328,1815.218162,4689.435837,1610.38389
POMP,5457.235956,8979.1486,13736.0406,10689.67323,17192.46241,10162.88031
SLC46A3,204.5321361,286.327086,483.9601076,469.6110226,853.7259587,644.6256088
MTUS2,411.7877155,682.6018407,11124.57734,561.9869017,891.4441536,968.8544523
MTUS2-AS2,12,1,28.18063591,4,2.419534697,4
MTUS2-AS1,53.19238853,67,53.15962022,16.28980494,12.65825455,53.97657584
SLC7A1,530.5742183,873.7031262,1983.117971,736.0050742,1252.021613,1208.849695
UBL3,1412.309204,2728.135595,4829.374774,3220.562594,5271.547086,4159.64893
LINC00365,18,23,14.16762909,27.47299151,64.93158877,32.93369779
KATNAL1,368.3968437,623.9035059,1427.657178,619.5339631,1460.132894,1059.555397
UBE2L5,7,4.934281406,17,0,17,7.16498675
HMGB1,12917.20847,17113.37464,26295.61559,19027.52841,41447.14601,25679.17062
AL353648.1,11,4,26.17481737,2.448244332,8,9
USPL1,251.8793617,267.1846751,1395.647351,462.9743361,735.3250916,710.8763724
ALOX5AP,774.627068,597.5830218,612.6487529,908.949669,1385.161011,637.9493646
LINC00545,3,2,0,0,3,2
TEX26-AS1,1.630443709,0,24,1,9,5
MEDAG,37,28.8460833,82.93011211,39.50321719,303.9601871,159.0269445
HSPH1,3464.642327,4973.240865,6399.946834,7084.050708,13859.11264,14616.4405
B3GLCT,72.89178651,80.59975203,299.7022564,87.81861152,192.930081,168.7633839
FRY,390.656282,594.5219489,4910.761749,566.5281339,1340.918589,1214.867834
FRY-AS1,87.19828634,83.19195099,156.9981281,66.0250897,107.1452955,68.57091167
BRCA2,50,61.11437833,107.6241544,100,104.1052894,90.88623647
N4BP2L1,214.4291081,336.8958707,819.6844272,408.7432368,516.2642708,500.6873773
N4BP2L2,4589.552448,5266.523631,10056.43611,5047.663989,8389.903034,8212.627737
N4BP2L2-IT2,75.44496173,105.0884592,143.594077,74.60094121,116.8134554,188.8268558
PDS5B,925.0071814,1195.323831,4852.181858,1298.851396,3134.658616,2299.057861
AL138820.1,13.16419413,8.580389309,43,12.31890015,19,25
KL,203.8570484,431.5403103,990.7362311,422.1060626,809.1230521,670.0623323
STARD13,237.1939939,387.7190124,7665.628477,509.4355145,858.6329435,706.5424534
STARD13-IT1,3,3,13,11,6,11
STARD13-AS,45.95377686,27.54310544,1140.716872,31.98045624,15.01690496,42.56800234
AL627232.1,17,19,223.8639508,13,34,21.72537773
LINC02344,6,7,8,5,10,5
AL138999.2,4,0,331.557424,0,8,5
AL138999.1,17.92756668,32.54864572,34.0315525,60,27.87788846,12.7805578
AL139383.1,181.676506,168.9642271,3543.738392,136.1332077,353.6959022,350.7464144
RFC3,95.00918518,158.5354469,263.3035621,141.4112247,390.6843578,366.4231896
AL161891.1,14,13,18.64600023,18.11306798,12.63806737,15.34140823
NBEA,1264.542682,1475.496228,14375.93727,1596.840401,2614.121373,2466.929408
MAB21L1,2.725975244,6,4,3,11.79477399,6.535999822
AL390071.1,7.916134246,12,10,6.910340461,3.723203667,8.240357003
DCLK1,46.21264144,41.19969486,155.1547886,64,137.0675969,119.1218835
CCDC169,15,4,21.26636941,16,10,6.493892025
SPART,992.4854836,1588.978222,2455.785838,1941.505246,5407.59779,4417.662212
SPART-AS1,12.40525043,9,199.3365695,15,16.73166244,17.5271238
CCNA1,8.779166106,21.65444306,34,33.38628997,91.02796853,113
SERTM1,113.039596,206.2791167,612.1151089,515.0704851,894.6957258,682.3500249
RFXAP,185.4040055,267.607616,328.5810538,215.4064744,606.883266,450.5284634
SMAD9,231.232787,400.8076643,1200.699645,606.2963487,1537.773882,759.6288364
SMAD9-IT1,9,16,31,15,45.52638913,15
ALG5,1060.861932,1660.08164,2887.256343,2067.536224,3802.437445,2215.665234
EXOSC8,813.3643243,1209.747411,1629.919811,1530.856138,2196.936463,1511.6829
SUPT20H,614.0410179,762.7798752,1576.680747,788.0208481,1675.210115,1315.55634
POSTN,111.8853031,182.5382808,1438.131856,1280.619173,1693.462908,1800.07564
TRPC4,63.30018263,87.49193329,1230.082113,141.8477941,126.0799312,130.1842176
AL356495.1,5,12,4,5,11.13929671,8
LINC02334,42.55429878,50,245.1085907,58.19979866,42.89142181,74.99067837
LINC00571,71.76779675,76.59187336,1619.260126,66,133.3229989,174.5430414
UFM1,1467.939547,2044.070007,3491.511806,2885.024864,5856.435008,4124.246088
FREM2,45.05655561,36.83461875,105.1006463,15.6960486,23.08695987,34.23289688
PROSER1,187.747257,232.5374637,381.3891188,215.1121618,360.0766714,299.9398906
NHLRC3,439.0676895,638.8015291,1018.292855,605.6449185,1000.239583,1052.941155
AL354809.1,6,4,51.5653431,0.93927606,1.36444307,0.772264099
LHFPL6,203.2263516,287.5486403,881.4044224,314.9636845,773.5831215,606.4081778
COG6,364.0356014,622.8891179,3064.961072,918.9755608,1255.68514,934.6490699
LINC00598,39.39902422,55.48109041,937.4631293,27.53198842,62.13127211,47.32872941
LINC00332,6,7,16.77017098,3,5.1889972,2
FOXO1,789.8716252,1325.72425,8806.991774,1251.850492,2539.261249,1856.342602
MRPS31,872.8225232,1234.032978,1757.785608,1024.456968,2681.43717,2292.926565
SLC25A15,55.73608078,87.57011101,134.4337983,77.88845104,94.52243144,64.83029204
AL590064.1,36.75596151,15.98572088,59,7.000352447,27.58840799,57
ELF1,1282.25013,1906.278108,4192.896822,1974.692719,4213.953412,3296.26721
WBP4,1019.550899,1522.969315,2413.015565,1589.670233,3870.577444,2522.205541
KBTBD6,184.4906459,341.3766106,471.1445173,382.5637073,679.4196006,482.391865
AL354696.2,26,25.44686353,283.2944838,33,82.99508666,43.38264493
KBTBD7,265.025307,404.4942716,756.7982721,502.6631479,772.1367047,596.7666872
MTRF1,98.8721581,135.3431592,300.9074262,157.87839,313.9977177,227.6143349
AL354696.1,8,15,9,8,5,12
NAA16,281.3115574,368.5674954,953.8538885,435.640822,953.8905638,795.4256582
RGCC,760.3984228,1338.901985,2816.993667,2373.897143,6308.419715,2188.729328
VWA8,175.7933636,265.4348533,2753.144061,254.6129806,582.2352772,426.1947998
DGKH,645.1353098,710.9494991,3009.179842,706.476596,1501.258115,1335.160905
AKAP11,1073.91767,1360.698936,2528.894359,1550.60698,3004.532049,2446.020488
LINC02341,2,0,12.59438548,2,0,9
TNFSF11,18,26.25054059,18,14,11,19
FAM216B,46.19849803,11.01564968,14.01293689,10.62487709,32.73430935,88.20515404
LINC01050,32,29.6816218,90.70512872,26.40670557,104.2859475,225.9866755
EPSTI1,401.6481069,587.2787449,2109.687372,826.7709298,1524.376442,1061.080931
DNAJC15,3613.199736,5195.0509,7277.656477,6057.556853,7747.418338,4558.00288
ENOX1,53,76.88282226,1174.541875,62,136.9233818,78.84841583
ENOX1-AS1,4,0,2,0,3,0.948020749
AL162713.2,2,0,21.78031421,0,0,3
CCDC122,303.7598303,345.4939922,1297.166345,560.3998863,1200.466703,899.1411469
AL512506.1,14.16593271,12,5.364057134,28,40,28
LACC1,325.0133673,383.6234572,490.9942604,420.6190909,837.5521179,680.5804324
NRAD1,9,4.713990007,51.37188067,4,14,11
SMIM2-AS1,73.17200409,82.41981683,138.8720787,78.24857527,97.40725264,46.41345384
AL138960.1,8,6,4,1,9,10.71344413
SERP2,459.8129271,816.1808557,1374.708905,1004.278558,1228.841802,691.7643586
TUSC8,31.55881532,48.13786978,29.63510582,27,19.13905376,10
TSC22D1,4233.313298,6753.222279,13751.12789,7075.315451,14550.55154,9148.737341
TSC22D1-AS1,59,36.71137679,53.06301018,56.805143,95.29275564,84.43745133
NUFIP1,304.041513,420.3226265,686.0836174,411.6683509,1148.458948,743.1975085
GPALPP1,530.0601329,671.0942661,1581.278674,820.1373445,1838.810695,1326.533667
GTF2F2,645.5516214,987.2343942,1819.208111,1102.758828,1919.679961,1312.242794
KCTD4,0.872155476,0,0,4,0,4
TPT1,58450.2179,97202.07885,128663.699,118930.295,185001.1794,129156.0135
AL138963.4,46.18000391,22.64130863,40.48781294,40.56759185,35.8762819,43.11762035
TPT1-AS1,435.1129071,538.4640935,1622.483819,398.6605202,643.3549553,599.979291
AL138963.1,5,8,0,5,5,7
SLC25A30,51.61037267,83.83718931,122.7459046,43.98516113,142.0333107,92.03572185
COG3,335.0232775,470.5586325,1376.590644,615.6055692,1177.131666,856.5508663
ERICH6B,3,0,6.767201799,0,0,0
ZC3H13,1314.318441,1670.26657,2862.612797,2214.045388,4903.443923,3546.414503
CPB2-AS1,34.49992451,36.21671247,87.97728363,48,85.29998672,93.37895238
LCP1,287.0272314,297.00611,292.4357249,242.182705,875.5254707,544.414966
RUBCNL,7.883546345,7,30.9845066,22,17.71746568,29.93279835
LRCH1,174.2024787,204.5893914,1582.944655,210.1970008,513.4764443,388.6643954
ESD,2157.176618,3980.057912,5784.800842,4373.678393,6468.024654,4518.214723
HTR2A,5,3.043787234,6,11,6.571257196,24
SUCLA2,973.5946998,1533.161633,3363.48904,1946.481979,2720.848626,1886.947898
LINC00562,20,18,19.36765818,11.93751965,27,15.28596928
AL157369.1,36.28676484,20.74355527,21.15798826,13.42945606,5.16068478,16.02349312
SUCLA2-AS1,13.96701181,7.613626997,30,10,43.14353248,35
NUDT15,370.7643455,491.1919754,879.7314975,673.5590687,1129.537599,846.105151
AL158196.1,4,0,6,1,2,0
MED4,1048.258493,1653.747863,2599.695647,1512.193989,3614.289987,2742.649465
MED4-AS1,3,3,22.28637072,5,2,2
ITM2B,16583.36769,26194.29425,40053.48144,34943.12611,57096.02186,40004.24866
RB1-DT,6,19,38,5.346310169,28.6416494,27.7121312
RB1,684.7334275,896.9177696,3229.99297,1299.446711,3070.186378,2253.148751
LPAR6,149.1537206,217.7167117,480.598805,212.4747675,459.288537,305.6364002
RCBTB2,190.2054086,269.2736795,698.2234818,275.1786327,699.3491822,456.3838331
AL157813.2,12.12500173,7.469767633,19.24472724,12,92.08175293,20.76985593
AL157813.1,26,22.86037073,43.44408945,34,69.64668539,37.5487067
CYSLTR2,6,6,38.60350717,29,39,21.00060451
AL161421.1,134.2100975,179.002688,227.990964,231.2898141,362.9579072,159.4943704
FNDC3A,2536.480984,3588.074549,14788.98706,4892.308151,8741.41229,6542.801241
CDADC1,169.8459196,262.8044148,581.7458785,312.344736,654.7160459,493.5534353
CAB39L,188.1988556,272.9770167,726.4739616,320.2944101,548.0671696,398.6260965
SETDB2,192.8943608,221.6880866,548.6734762,306.8694319,560.6258802,405.6743906
PHF11,567.5857491,857.2986754,1423.428484,931.1446069,1886.674165,1471.604913
RCBTB1,189.7090525,290.7157763,695.203816,296.4354861,470.1488982,500.9864622
ARL11,20,24,61,12.05723178,69.19948518,46.39659038
EBPL,1191.313473,1974.008149,3123.790241,2524.401684,3363.340978,1911.049693
KPNA3,660.3541508,959.6696971,2698.400391,1077.225572,2255.260777,1498.062849
SPRYD7,879.200444,1226.753257,2354.982813,2074.928448,3305.430906,2143.563907
DLEU2,554.7362102,594.7403321,4977.866663,527.8445905,1003.336056,804.7897289
TRIM13,692.2074484,813.7340506,1757.093949,1025.568894,1376.5447,1329.132195
KCNRG,26.54126476,20.63966322,19.25125817,28.95830507,43,27
DLEU1,400.2639461,633.5887025,2545.459697,708.2483473,1159.645011,691.373301
AL137060.3,6,7,7,7,17.80021609,30
AL158195.1,12.24049283,31,45,8,39.11401922,19.15543246
DLEU7,17,9.903123896,84.08381582,7,10,11.52914152
RNASEH2B-AS1,14.15858872,10.73801287,73.85891625,29,45.12736641,32.47908566
RNASEH2B,732.3524945,1212.806466,1661.766572,1252.347322,1790.565265,1205.777935
FAM124A,19.89207415,23.64055581,51.52155248,24,39.5799612,29.64704037
SERPINE3,6,0,140.0585909,6,7,7
INTS6,984.6101486,1222.485607,3780.996545,851.2385352,2469.28941,1860.167577
INTS6-AS1,154.9187211,246.4901427,296.9301218,236.1878916,310.7860582,258.2352138
WDFY2,534.9894827,712.077107,2985.171546,645.2543604,1549.82294,1332.389597
DHRS12,182.0359666,335.8313766,595.7546064,417.2408636,637.7184836,460.9445722
AL162377.1,211.4505561,286.4624258,495.5041709,290.730099,661.387697,375.8411318
ATP7B,24.59056119,26.23471789,128.5504864,43,41.49984093,67.21160596
ALG11,124.9153975,214.3420373,471.9238104,203.1644105,560.6690055,498.7726861
NEK5,100,60.76488337,75.64096501,47.01846406,88.59593237,84.58085417
NEK3,162,158.529492,321.8409493,200.6802804,430.1268309,354.1702777
THSD1,20.7967586,18.61902846,92,19,26.5644516,47
VPS36,1083.394502,1638.223598,2659.764439,1968.16594,3528.065218,2439.990922
AL359513.1,71.7211959,68.37221043,75.54787239,85,98.30507375,77
CKAP2,253.7715575,242.2487165,581.9943313,418.8375616,656.3874247,365.797455
LINC00345,14,17,6.375066072,9,16,14
HNRNPA1L2,30,35.65876014,43.4369883,36.66935544,42.86285509,49.8797893
AL139089.1,29.57508482,39.59520461,48.95261767,83.04642138,152.3765672,68.2078414
SUGT1,1911.249093,2801.438966,4141.622782,3104.777787,7201.696904,4913.052705
CNMD,10,35,98.51970988,31,119.7353901,65
PCDH8,10.51960774,16.6004511,9,8,11.50180978,15
OLFM4,3272.578156,3791.265427,8977.658756,4244.279725,2561.137317,4888.072345
AL442636.1,7,2.003736166,94.35477272,0,6,6
PCDH17,2131.557801,3390.453259,9558.060735,4919.537461,6460.580926,3856.293111
AL445288.1,4,3,0.146941934,4,8,7
DIAPH3,21.6342143,26.48790115,124.3815151,53.70994688,52.47092843,47.80461253
TDRD3,451.9601006,524.8477482,2494.474674,646.9392358,1051.271586,858.0861173
PCDH20,170.7348033,316.5059465,584.9454538,522.3668033,788.0351705,640.0101394
LINC00355,4.306532988,6,35,2,5,4
AL158038.1,4,8,60,3,10,12
PCDH9,301.8685325,273.2134955,1294.700493,462.2361096,539.2321771,529.409342
KLHL1,13.70445043,15,579.4365632,8,8.351192696,14
ATXN8OS,15.32501529,27.19351303,19.11324111,16.51767604,32,16
LINC00348,27.42601049,32.39640775,223.3422175,50,24.56015069,21
DACH1,814.8562144,1128.552723,24706.64747,1458.346935,2428.885643,1546.712337
MZT1,562.0696844,973.9828042,1475.464712,1378.318745,1940.815068,1389.636723
BORA,36.95374725,39.26206536,95.75703654,42.45265933,23.36548411,72.45359569
DIS3,626.8232115,809.4272553,1457.500113,940.473027,1805.514714,1441.886762
PIBF1,481.61066,621.5736798,4362.958011,893.2495118,1469.319647,1310.029737
KLF5,389.0190002,381.8947077,367.2688,331.2565209,234.7416919,488.2188053
KLF12,277.2669096,302.2167497,3772.845169,378.4418937,538.046213,434.1593719
AL353660.1,8,16.20955763,46.44867568,1.428954904,45.76656369,28
LINC00381,3,5,5,0,6,4
TBC1D4,361.0246852,553.7569631,2680.154514,630.9516697,1318.794019,933.2462
COMMD6,5475.113058,10197.03982,13662.92334,11968.83353,15635.05329,10019.05047
UCHL3,991.454486,1718.23471,3628.915081,2214.876366,3395.788452,2063.941643
LMO7-AS1,31,29.50832607,114.8544465,21.83543572,10,4.786400964
LMO7,1446.833336,1594.544107,2555.736381,1380.036613,2329.555349,1761.05581
AL137244.1,5,4,10,10,7,3.18143272
AL161717.1,3.000722047,4,4,0,0,3
AL365394.1,27,44,198.2693621,36.93675381,93.49742599,64.91682791
KCTD12,4038.179438,6559.353808,11061.13313,8754.234722,12354.01373,9168.019043
AC000403.1,7,5.617258853,16.2210351,22.43673251,27.60012575,18
CLN5,924.4212719,1503.09732,2322.719521,1982.276075,3410.670998,2664.747218
FBXL3,417.3517449,642.9486716,1192.334966,841.4920612,1245.540139,1098.390511
MYCBP2-AS1,123.9893495,78.57967967,888.8835062,49.7607894,42.45683149,115.0099009
AC001226.1,7,5,7,4,14,6.277937026
MYCBP2,1897.8103,2413.530046,6763.173345,2976.122037,5890.084956,4506.91258
SLAIN1,124.9578464,226.1162616,1028.64131,235.1661625,360.7119122,239.1050715
EDNRB,36.0330229,21,67.31305025,48.97324234,123.9381761,67.17321303
OBI1-AS1,5,5.230702258,21,3,5.813999844,8.37131754
OBI1,296.4834774,435.610955,712.3157911,520.9392049,1017.457988,753.945913
RBM26,1259.275529,1496.141973,5132.389679,2114.830981,3425.633429,2329.817506
RBM26-AS1,98.526114,118.5685825,196.3183952,114.385423,253.1084859,150.9470057
NDFIP2,582.3777716,819.8661169,1944.938066,1164.353331,1869.767321,1303.918004
LINC01068,5,4,42,13,12.45757475,32
AL158064.1,3,7,6.854023325,1,3,3
SPRY2,179.6011791,219.1279825,328.1223413,260.9149166,638.5894359,501.2812749
AL590807.1,25,21.47126768,42.7769682,31,16.27940503,26.27318128
SLITRK1,26.75886207,32.83277867,197.6778437,78.4250032,81.47024687,76.00219676
AL355481.1,2,5,8,9,4,7
AL162493.1,4,5,150.2432098,0,0,6
SLITRK6,250.237303,367.0422222,111.6719853,108.7497287,190.9442343,142
SLITRK5,15,9,2.440979843,8,7.098979938,8.28316755
LINC00379,2.487208988,4,3,3,2.473978864,0
MIR17HG,23.21297686,25.45053121,31.72365518,17,15.85687333,49.67011708
GPC5,1.285704965,0,233.478555,0,5,2
AL356737.2,5,0,61,3,3,3
GPC5-AS1,163.2297708,313.914526,288.1655592,105.829201,198.2627992,222.8398434
AL354811.1,46,55.30784639,91.97585003,72.01677609,127.7961123,103.0905818
GPC6,796.1079686,1065.902686,34921.97705,1295.559834,1541.952856,1525.608965
AL160159.1,100.8890344,53.40001921,31.52328666,25.0453336,30,86.18835602
GPC6-AS2,31.69973829,21.73739486,93.6439932,17,17.82280719,28.17872419
GPC6-AS1,11,7,160.0002303,4,0,4
DCT,5,8,13.01653221,9,15,21
TGDS,209.5939059,339.4300535,593.96663,366.5702773,746.5260022,568.6273507
GPR180,452.8691913,685.050741,1481.053018,833.0558116,1651.020517,1271.279552
ABCC4,104.2691561,178.3847266,626.482186,160.4954146,240.8662597,166.6345677
CLDN10,673.5388032,897.2805058,660.7295704,887.9814902,821.6192082,818.5478389
DZIP1,439.5190819,549.0763665,1594.513688,412.269636,801.6496592,647.8083644
DNAJC3-DT,247.1724543,438.9491727,572.4459713,433.7341393,974.1458681,767.629474
DNAJC3,2877.527023,3475.667066,7397.139098,6059.634457,10997.47348,7254.944905
AL138955.1,7,15,14,3.003532727,20,12.112831
UGGT2,570.0296241,575.0346178,5211.838988,1378.572707,1869.235237,1713.167795
HS6ST3,863.9892424,1139.354758,53899.79987,1412.250654,2104.0282,1517.388985
OXGR1,13,15,32.6559135,23.79678771,71.22482155,39
LINC00456,9,3,25.94797729,5,1,16
MBNL2,1326.035103,1971.042776,5735.095035,2155.247788,4292.487025,3869.970699
AL442067.3,14,18,63.39347654,4.919526451,24,24
RAP2A,267.4831939,411.1872425,825.365759,419.3722396,992.7192139,611.5180769
