"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CRIP1",0.237099742882726,-0.372622542537397,0.166,0.202,1
"RAB42",0.245189661896418,-0.415014866239946,0.372,0.391,1
"DDX5",0.253432602809898,0.31024797385125,0.756,0.723,1
"LTC4S",0.261370035059209,-0.366082592838454,0.275,0.292,1
"SCG5",0.265319921834723,0.686149882120343,0.1,0.075,1
"CST7",0.272957117013733,-0.270261029440442,0.115,0.146,1
"GCG",0.274750815914698,0.800228875088072,0.14,0.111,1
"CD99",0.279633980554857,0.569457177954925,0.547,0.522,1
"CPE",0.279884721571267,0.617098539304988,0.12,0.095,1
"CCL3",0.290066633009428,0.329574215082857,0.344,0.3,1
"G0S2",0.30520254661165,-0.272392766363555,0.092,0.115,1
"DDIT4",0.31775637259695,-0.307881955773408,0.415,0.447,1
"SLC7A8",0.338635832924691,0.378834086002493,0.341,0.32,1
"CSTB",0.377641522075611,-0.25013169269736,0.805,0.842,1
"MT-CYB",0.393689468258999,0.252593151040527,0.542,0.597,1
"UPP1",0.402214251860396,-0.258889651231604,0.547,0.557,1
"IL7R",0.404044362869266,0.295209625802418,0.132,0.158,1
"TPSAB1",0.404958367106406,-0.274269625930491,0.275,0.3,1
"MALAT1",0.405844386717286,0.419540606052943,0.708,0.719,1
"IGSF6",0.420288191293857,-0.284022538005225,0.393,0.403,1
"CCL18",0.431959566164586,0.357828599945857,0.261,0.229,1
"TTC3",0.434647607347544,0.268396731785634,0.499,0.462,1
"ARL6IP1",0.443885478075602,-0.2599797776843,0.59,0.609,1
"APOE",0.462928143832164,-0.463105210402576,0.556,0.478,1
"CTSL",0.4903505242834,-0.351444590629793,0.562,0.506,1
"NUPR1",0.508539845880876,-0.447470614037325,0.484,0.474,1
"IFI6",0.510456322705038,0.375284406249388,0.252,0.233,1
"SCG2",0.523801800859679,0.404574939890318,0.106,0.091,1
"PLIN2",0.524670535319533,-0.38789620253534,0.645,0.648,1
"FTH1",0.578581048370848,-0.338897565870247,0.966,0.972,1
"HLA-DPA1",0.580401801665497,-0.289285854022886,0.51,0.514,1
"HLA-DPB1",0.581011484808542,-0.263030386688458,0.51,0.51,1
"FLNA",0.583698355213506,0.29955409678257,0.43,0.423,1
"S100A9",0.584325590939978,-0.376303044415009,0.152,0.162,1
"MT1M",0.588502784620547,-0.327179551247004,0.183,0.166,1
"LRPAP1",0.602082750460687,-0.320366777975838,0.547,0.553,1
"JUND",0.613737499497567,0.270988091777357,0.642,0.636,1
"BSG",0.613881812167901,0.274856338718311,0.424,0.435,1
"CTSS",0.614698935091755,-0.251709927099134,0.607,0.569,1
"UCP2",0.620050556878017,-0.256760063596155,0.43,0.415,1
"YWHAZ",0.628663989455135,0.294570070257976,0.705,0.688,1
"RPL3",0.63323926582511,0.2781287963801,0.928,0.953,1
"DUSP1",0.687040982726596,-0.251622680530396,0.315,0.316,1
"PRDX5",0.689924773893145,0.265680351237926,0.61,0.688,1
"GPNMB",0.698233462287935,-0.406339491301215,0.53,0.466,1
