Protein	Donor	Type	Replicate	Value
SAP30BP	2	H	1	8756.818835
SAP30BP	2	H	2	9492.5109
SAP30BP	2	H	3	7454.177686
SAP30BP	3	H	1	8664.294402
SAP30BP	3	H	2	7158.874536
SAP30BP	3	H	3	7266.712314
SAP30BP	4	H	1	4619.985466
SAP30BP	4	H	2	4459.526756
SAP30BP	4	H	3	4743.715412
SAP30BP	5	H	1	10204.37583
SAP30BP	5	H	2	11462.72913
SAP30BP	5	H	3	9117.168188
SAP30BP	6	H	1	9902.711345
SAP30BP	6	H	2	7548.331361
SAP30BP	6	H	3	8219.957593
SAP30BP	1	L	1	5982.507843
SAP30BP	1	L	2	5705.873831
SAP30BP	1	L	3	6788.165876
SAP30BP	2	L	1	9562.428077
SAP30BP	2	L	2	9649.750245
SAP30BP	2	L	3	9828.809558
SAP30BP	3	L	1	8500.498943
SAP30BP	3	L	2	9012.676725
SAP30BP	3	L	3	8694.381631
SAP30BP	4	L	1	11912.49035
SAP30BP	4	L	2	9014.141122
SAP30BP	4	L	3	0
SAP30BP	5	L	1	7601.734439
SAP30BP	5	L	2	11039.10088
SAP30BP	5	L	3	8419.357223
SAP30BP	6	L	1	10926.98386
SAP30BP	6	L	2	7716.545932
SAP30BP	6	L	3	6688.21014
UBL5	1	H	1	14342.2
UBL5	1	H	2	16751.38406
UBL5	1	H	3	18793.30623
UBL5	2	H	1	22989.37124
UBL5	2	H	2	19275.18715
UBL5	2	H	3	23210.35573
UBL5	3	H	1	20026.72587
UBL5	3	H	2	22794.56795
UBL5	3	H	3	21066.16822
UBL5	4	H	1	0
UBL5	4	H	2	0
UBL5	4	H	3	0
UBL5	5	H	1	0
UBL5	5	H	2	17288.15341
UBL5	5	H	3	19766.44985
UBL5	6	H	1	26471.89214
UBL5	6	H	2	25963.93414
UBL5	6	H	3	24707.77154
UBL5	1	L	1	13550.66591
UBL5	1	L	2	11504.80303
UBL5	1	L	3	11589.02332
UBL5	2	L	1	21378.34251
UBL5	2	L	2	22000.29436
UBL5	2	L	3	22744.72305
UBL5	3	L	1	24057.29692
UBL5	3	L	2	25611.353
UBL5	3	L	3	26467.21218
UBL5	4	L	1	0
UBL5	4	L	2	0
UBL5	4	L	3	0
UBL5	5	L	1	20255.52647
UBL5	5	L	2	18513.85389
UBL5	5	L	3	21147.16194
UBL5	6	L	1	20188.13486
UBL5	6	L	2	20892.89243
UBL5	6	L	3	21141.52603
TRIM32	1	H	1	2097.11
TRIM32	1	H	2	1243.998018
TRIM32	1	H	3	1223.210702
TRIM32	2	H	1	961.1706284
TRIM32	2	H	2	1429.079995
TRIM32	2	H	3	2590.838194
TRIM32	3	H	1	447.2677796
TRIM32	3	H	2	1306.265541
TRIM32	3	H	3	777.9474458
TRIM32	4	H	1	0
TRIM32	4	H	2	0
TRIM32	4	H	3	0
TRIM32	5	H	1	0
TRIM32	5	H	2	0
TRIM32	5	H	3	0
TRIM32	6	H	1	0
TRIM32	6	H	2	2168.886915
TRIM32	6	H	3	1122.208859
TRIM32	1	L	1	2822.97485
TRIM32	1	L	2	2824.388641
TRIM32	1	L	3	3573.395569
TRIM32	2	L	1	0
TRIM32	2	L	2	0
TRIM32	2	L	3	0
TRIM32	3	L	1	0
TRIM32	3	L	2	0
TRIM32	3	L	3	0
TRIM32	4	L	1	0
TRIM32	4	L	2	0
TRIM32	4	L	3	0
TRIM32	5	L	1	0
TRIM32	5	L	2	0
TRIM32	5	L	3	0
TRIM32	6	L	1	2360.958303
TRIM32	6	L	2	1170.860108
TRIM32	6	L	3	1043.316159
ANK1	1	H	1	6709.5
ANK1	1	H	2	6721.656193
ANK1	1	H	3	14707.13476
ANK1	2	H	1	11269.99886
ANK1	2	H	2	8601.020756
ANK1	2	H	3	11833.67276
ANK1	3	H	1	11997.81244
ANK1	3	H	2	10328.95965
ANK1	3	H	3	7311.662279
ANK1	4	H	1	0
ANK1	4	H	2	0
ANK1	4	H	3	0
ANK1	5	H	1	9686.234745
ANK1	5	H	2	10594.21874
ANK1	5	H	3	0
ANK1	6	H	1	0
ANK1	6	H	2	0
ANK1	6	H	3	8384.169692
ANK1	1	L	1	8803.38096
ANK1	1	L	2	5619.438027
ANK1	1	L	3	9296.558592
ANK1	2	L	1	12223.7379
ANK1	2	L	2	9432.989403
ANK1	2	L	3	10845.16205
ANK1	3	L	1	6647.872258
ANK1	3	L	2	8681.669927
ANK1	3	L	3	0
ANK1	4	L	1	0
ANK1	4	L	2	0
ANK1	4	L	3	0
ANK1	5	L	1	7825.193504
ANK1	5	L	2	0
ANK1	5	L	3	10988.80597
ANK1	6	L	1	7606.20734
ANK1	6	L	2	4976.84334
ANK1	6	L	3	8906.5505
LEO1	1	H	1	3411.1
LEO1	1	H	2	1488.878432
LEO1	1	H	3	1016.742419
LEO1	2	H	1	3783.472558
LEO1	2	H	2	3081.822844
LEO1	2	H	3	2792.547608
LEO1	3	H	1	3538.21859
LEO1	3	H	2	3659.749001
LEO1	3	H	3	4401.828563
LEO1	4	H	1	755.602197
LEO1	4	H	2	1336.717098
LEO1	4	H	3	0
LEO1	5	H	1	0
LEO1	5	H	2	1089.062799
LEO1	5	H	3	4957.773644
LEO1	6	H	1	4724.783525
LEO1	6	H	2	4058.997407
LEO1	6	H	3	1986.882837
LEO1	1	L	1	3805.293042
LEO1	1	L	2	3191.538857
LEO1	1	L	3	3086.902846
LEO1	2	L	1	3481.863202
LEO1	2	L	2	1539.594308
LEO1	2	L	3	1620.703927
LEO1	3	L	1	5451.695057
LEO1	3	L	2	2090.449437
LEO1	3	L	3	1729.253873
LEO1	4	L	1	0
LEO1	4	L	2	0
LEO1	4	L	3	1487.323907
LEO1	5	L	1	4155.795358
LEO1	5	L	2	2426.543426
LEO1	5	L	3	4059.624887
LEO1	6	L	1	3010.146306
LEO1	6	L	2	3512.806035
LEO1	6	L	3	3648.411187
ABRACL	1	H	1	0
ABRACL	1	H	2	0
ABRACL	1	H	3	0
ABRACL	2	H	1	6077.032307
ABRACL	2	H	2	7321.446902
ABRACL	2	H	3	4178.569397
ABRACL	3	H	1	2957.415267
ABRACL	3	H	2	4800.625852
ABRACL	3	H	3	6239.399202
ABRACL	4	H	1	0
ABRACL	4	H	2	0
ABRACL	4	H	3	0
ABRACL	5	H	1	0
ABRACL	5	H	2	0
ABRACL	5	H	3	5771.647057
ABRACL	6	H	1	0
ABRACL	6	H	2	0
ABRACL	6	H	3	0
ABRACL	1	L	1	4853.079631
ABRACL	1	L	2	3252.73056
ABRACL	1	L	3	4386.8358
ABRACL	2	L	1	0
ABRACL	2	L	2	0
ABRACL	2	L	3	0
ABRACL	3	L	1	0
ABRACL	3	L	2	0
ABRACL	3	L	3	0
ABRACL	4	L	1	0
ABRACL	4	L	2	0
ABRACL	4	L	3	0
ABRACL	5	L	1	0
ABRACL	5	L	2	4236.073462
ABRACL	5	L	3	0
ABRACL	6	L	1	5409.131376
ABRACL	6	L	2	4470.766853
ABRACL	6	L	3	5097.231745
FAM98C	1	H	1	0
FAM98C	1	H	2	6602.83976
FAM98C	1	H	3	0
FAM98C	2	H	1	22662.00771
FAM98C	2	H	2	5729.509315
FAM98C	2	H	3	4607.309955
FAM98C	3	H	1	4075.123988
FAM98C	3	H	2	0
FAM98C	3	H	3	11811.75009
FAM98C	4	H	1	0
FAM98C	4	H	2	0
FAM98C	4	H	3	0
FAM98C	5	H	1	0
FAM98C	5	H	2	36.2875548
FAM98C	5	H	3	9996.051027
FAM98C	6	H	1	0
FAM98C	6	H	2	5903.835791
FAM98C	6	H	3	8299.556751
FAM98C	1	L	1	0
FAM98C	1	L	2	5153.790936
FAM98C	1	L	3	0
FAM98C	2	L	1	7883.618501
FAM98C	2	L	2	6245.45402
FAM98C	2	L	3	7470.474489
FAM98C	3	L	1	3134.589082
FAM98C	3	L	2	5761.745224
FAM98C	3	L	3	9452.480512
FAM98C	4	L	1	0
FAM98C	4	L	2	0
FAM98C	4	L	3	0
FAM98C	5	L	1	6889.555863
FAM98C	5	L	2	4903.175187
FAM98C	5	L	3	7920.337475
FAM98C	6	L	1	3338.839768
FAM98C	6	L	2	5293.021571
FAM98C	6	L	3	11992.66225
MYO62	1	H	1	6404.62
MYO62	1	H	2	4820.100892
MYO62	1	H	3	5575.046136
MYO62	2	H	1	4900.838077
MYO62	2	H	2	3523.370257
MYO62	2	H	3	4421.678744
MYO62	3	H	1	5283.375758
MYO62	3	H	2	2949.513537
MYO62	3	H	3	3590.917427
MYO62	4	H	1	0
MYO62	4	H	2	2304.277827
MYO62	4	H	3	0
MYO62	5	H	1	8194.430169
MYO62	5	H	2	4292.757585
MYO62	5	H	3	5041.15326
MYO62	6	H	1	4666.896618
MYO62	6	H	2	5287.272802
MYO62	6	H	3	5245.895209
MYO62	1	L	1	7614.710873
MYO62	1	L	2	9171.552414
MYO62	1	L	3	7824.949
MYO62	2	L	1	2126.427313
MYO62	2	L	2	3559.412267
MYO62	2	L	3	6181.253102
MYO62	3	L	1	2553.553699
MYO62	3	L	2	1773.986697
MYO62	3	L	3	1630.810121
MYO62	4	L	1	1039.689869
MYO62	4	L	2	1364.772622
MYO62	4	L	3	933.3847833
MYO62	5	L	1	5619.569385
MYO62	5	L	2	2490.032588
MYO62	5	L	3	2563.690265
MYO62	6	L	1	5990.518145
MYO62	6	L	2	3347.058865
MYO62	6	L	3	8039.8166
GATAD2B	1	H	1	9715.72
GATAD2B	1	H	2	8340.064823
GATAD2B	1	H	3	9551.828282
GATAD2B	2	H	1	11877.43495
GATAD2B	2	H	2	13446.63624
GATAD2B	2	H	3	8988.925735
GATAD2B	3	H	1	5548.526097
GATAD2B	3	H	2	9768.36593
GATAD2B	3	H	3	7402.353421
GATAD2B	4	H	1	5113.186436
GATAD2B	4	H	2	0
GATAD2B	4	H	3	2862.081321
GATAD2B	5	H	1	12493.5477
GATAD2B	5	H	2	9499.777792
GATAD2B	5	H	3	11019.92604
GATAD2B	6	H	1	9521.23303
GATAD2B	6	H	2	9450.806084
GATAD2B	6	H	3	10238.42298
GATAD2B	1	L	1	6070.443422
GATAD2B	1	L	2	11668.27261
GATAD2B	1	L	3	10762.34057
GATAD2B	2	L	1	10646.06456
GATAD2B	2	L	2	14543.57331
GATAD2B	2	L	3	12461.13943
GATAD2B	3	L	1	11690.84233
GATAD2B	3	L	2	10762.41973
GATAD2B	3	L	3	8267.274586
GATAD2B	4	L	1	0
GATAD2B	4	L	2	0
GATAD2B	4	L	3	0
GATAD2B	5	L	1	10895.31412
GATAD2B	5	L	2	10640.42368
GATAD2B	5	L	3	7885.442955
GATAD2B	6	L	1	6354.1104
GATAD2B	6	L	2	10540.63222
GATAD2B	6	L	3	8085.241649
NPM3	1	H	1	5725.07
NPM3	1	H	2	1268.941
NPM3	1	H	3	3504.67934
NPM3	2	H	1	4668.229194
NPM3	2	H	2	3331.933845
NPM3	2	H	3	2223.782614
NPM3	3	H	1	3157.846213
NPM3	3	H	2	2743.511885
NPM3	3	H	3	5391.633681
NPM3	4	H	1	0
NPM3	4	H	2	0
NPM3	4	H	3	0
NPM3	5	H	1	615.3680152
NPM3	5	H	2	2193.650958
NPM3	5	H	3	1232.907562
NPM3	6	H	1	3466.922389
NPM3	6	H	2	3490.316752
NPM3	6	H	3	3669.617612
NPM3	1	L	1	3912.773607
NPM3	1	L	2	4805.523308
NPM3	1	L	3	0
NPM3	2	L	1	2606.083962
NPM3	2	L	2	2950.817107
NPM3	2	L	3	3508.212505
NPM3	3	L	1	1584.480297
NPM3	3	L	2	2887.891091
NPM3	3	L	3	5506.148719
NPM3	4	L	1	0
NPM3	4	L	2	0
NPM3	4	L	3	2474.076486
NPM3	5	L	1	3517.204629
NPM3	5	L	2	2549.515101
NPM3	5	L	3	2637.217631
NPM3	6	L	1	4031.776701
NPM3	6	L	2	3424.499262
NPM3	6	L	3	2482.48376
RPLP2	1	H	1	0
RPLP2	1	H	2	2618.471566
RPLP2	1	H	3	2007.018572
RPLP2	2	H	1	387.1548661
RPLP2	2	H	2	942.5730487
RPLP2	2	H	3	157.2021819
RPLP2	3	H	1	1240.691593
RPLP2	3	H	2	0
RPLP2	3	H	3	0
RPLP2	4	H	1	0
RPLP2	4	H	2	401.5117486
RPLP2	4	H	3	0
RPLP2	5	H	1	0
RPLP2	5	H	2	0
RPLP2	5	H	3	0
RPLP2	6	H	1	0
RPLP2	6	H	2	0
RPLP2	6	H	3	0
RPLP2	1	L	1	1415.005298
RPLP2	1	L	2	875.9310623
RPLP2	1	L	3	0
RPLP2	2	L	1	0
RPLP2	2	L	2	268.2283607
RPLP2	2	L	3	0
RPLP2	3	L	1	0
RPLP2	3	L	2	0
RPLP2	3	L	3	0
RPLP2	4	L	1	0
RPLP2	4	L	2	0
RPLP2	4	L	3	0
RPLP2	5	L	1	2123.21361
RPLP2	5	L	2	0
RPLP2	5	L	3	0
RPLP2	6	L	1	245.3772651
RPLP2	6	L	2	155.8341544
RPLP2	6	L	3	1418.358929
RPLP1	1	H	1	0
RPLP1	1	H	2	2618.471566
RPLP1	1	H	3	2007.018572
RPLP1	2	H	1	387.1548661
RPLP1	2	H	2	942.5730487
RPLP1	2	H	3	157.2021819
RPLP1	3	H	1	1240.691593
RPLP1	3	H	2	0
RPLP1	3	H	3	0
RPLP1	4	H	1	0
RPLP1	4	H	2	401.5117486
RPLP1	4	H	3	0
RPLP1	5	H	1	0
RPLP1	5	H	2	0
RPLP1	5	H	3	0
RPLP1	6	H	1	0
RPLP1	6	H	2	0
RPLP1	6	H	3	0
RPLP1	1	L	1	1415.005298
RPLP1	1	L	2	875.9310623
RPLP1	1	L	3	0
RPLP1	2	L	1	0
RPLP1	2	L	2	268.2283607
RPLP1	2	L	3	0
RPLP1	3	L	1	0
RPLP1	3	L	2	0
RPLP1	3	L	3	0
RPLP1	4	L	1	0
RPLP1	4	L	2	0
RPLP1	4	L	3	0
RPLP1	5	L	1	2123.21361
RPLP1	5	L	2	0
RPLP1	5	L	3	0
RPLP1	6	L	1	245.3772651
RPLP1	6	L	2	155.8341544
RPLP1	6	L	3	1418.358929
SLC1A5	1	H	1	5115.63
SLC1A5	1	H	2	5736.610253
SLC1A5	1	H	3	2586.773108
SLC1A5	2	H	1	0
SLC1A5	2	H	2	3860.15568
SLC1A5	2	H	3	0
SLC1A5	3	H	1	0
SLC1A5	3	H	2	0
SLC1A5	3	H	3	0
SLC1A5	4	H	1	3286.784044
SLC1A5	4	H	2	0
SLC1A5	4	H	3	0
SLC1A5	5	H	1	0
SLC1A5	5	H	2	0
SLC1A5	5	H	3	0
SLC1A5	6	H	1	0
SLC1A5	6	H	2	2532.162819
SLC1A5	6	H	3	0
SLC1A5	1	L	1	7101.371196
SLC1A5	1	L	2	6677.345404
SLC1A5	1	L	3	4641.482298
SLC1A5	2	L	1	0
SLC1A5	2	L	2	0
SLC1A5	2	L	3	0
SLC1A5	3	L	1	0
SLC1A5	3	L	2	0
SLC1A5	3	L	3	0
SLC1A5	4	L	1	0
SLC1A5	4	L	2	0
SLC1A5	4	L	3	0
SLC1A5	5	L	1	0
SLC1A5	5	L	2	0
SLC1A5	5	L	3	0
SLC1A5	6	L	1	0
SLC1A5	6	L	2	0
SLC1A5	6	L	3	2649.584195
NUDT14	1	H	1	0
NUDT14	1	H	2	6355.753571
NUDT14	1	H	3	0
NUDT14	2	H	1	7771.078095
NUDT14	2	H	2	7318.783559
NUDT14	2	H	3	8300.893897
NUDT14	3	H	1	10869.84752
NUDT14	3	H	2	8836.587556
NUDT14	3	H	3	6315.86001
NUDT14	4	H	1	0
NUDT14	4	H	2	0
NUDT14	4	H	3	0
NUDT14	5	H	1	13857.0191
NUDT14	5	H	2	0
NUDT14	5	H	3	6700.618101
NUDT14	6	H	1	10786.38026
NUDT14	6	H	2	5762.894125
NUDT14	6	H	3	9585.067086
NUDT14	1	L	1	0
NUDT14	1	L	2	0
NUDT14	1	L	3	4507.401733
NUDT14	2	L	1	7149.515915
NUDT14	2	L	2	7255.935135
NUDT14	2	L	3	8293.417572
NUDT14	3	L	1	8287.874916
NUDT14	3	L	2	9555.047102
NUDT14	3	L	3	8010.18389
NUDT14	4	L	1	0
NUDT14	4	L	2	0
NUDT14	4	L	3	0
NUDT14	5	L	1	8980.744556
NUDT14	5	L	2	6752.175418
NUDT14	5	L	3	10126.33548
NUDT14	6	L	1	7429.140538
NUDT14	6	L	2	4534.933289
NUDT14	6	L	3	7754.677351
MUC1	1	H	1	78305.8
MUC1	1	H	2	75755.37299
MUC1	1	H	3	79466.63036
MUC1	2	H	1	5892.278605
MUC1	2	H	2	8865.907517
MUC1	2	H	3	7996.018894
MUC1	3	H	1	6906.614593
MUC1	3	H	2	0
MUC1	3	H	3	2013.529113
MUC1	4	H	1	0
MUC1	4	H	2	5419.77207
MUC1	4	H	3	0
MUC1	5	H	1	1978.855881
MUC1	5	H	2	0
MUC1	5	H	3	0
MUC1	6	H	1	12312.33582
MUC1	6	H	2	14225.52339
MUC1	6	H	3	14837.47593
MUC1	1	L	1	73967.60113
MUC1	1	L	2	79382.49018
MUC1	1	L	3	78281.91605
MUC1	2	L	1	3043.673995
MUC1	2	L	2	0
MUC1	2	L	3	0
MUC1	3	L	1	0
MUC1	3	L	2	0
MUC1	3	L	3	2362.879621
MUC1	4	L	1	3146.263994
MUC1	4	L	2	3257.134802
MUC1	4	L	3	6385.805111
MUC1	5	L	1	6468.079347
MUC1	5	L	2	4553.49835
MUC1	5	L	3	4635.108514
MUC1	6	L	1	14810.04836
MUC1	6	L	2	15487.54197
MUC1	6	L	3	12600.71831
PPP1CA	1	H	1	31273.8
PPP1CA	1	H	2	32434.73974
PPP1CA	1	H	3	35986.75813
PPP1CA	2	H	1	31350.90121
PPP1CA	2	H	2	30153.66664
PPP1CA	2	H	3	27909.10974
PPP1CA	3	H	1	27875.12553
PPP1CA	3	H	2	24689.91571
PPP1CA	3	H	3	29350.95138
PPP1CA	4	H	1	32593.68864
PPP1CA	4	H	2	20497.7568
PPP1CA	4	H	3	20927.84784
PPP1CA	5	H	1	32570.27981
PPP1CA	5	H	2	37167.90526
PPP1CA	5	H	3	29524.63661
PPP1CA	6	H	1	23737.75624
PPP1CA	6	H	2	27616.83105
PPP1CA	6	H	3	26753.88773
PPP1CA	1	L	1	44466.36081
PPP1CA	1	L	2	50038.18532
PPP1CA	1	L	3	44666.9911
PPP1CA	2	L	1	26891.88422
PPP1CA	2	L	2	28679.13545
PPP1CA	2	L	3	26047.50913
PPP1CA	3	L	1	25461.42618
PPP1CA	3	L	2	30760.25175
PPP1CA	3	L	3	25135.02388
PPP1CA	4	L	1	8514.328992
PPP1CA	4	L	2	9169.946435
PPP1CA	4	L	3	24823.0389
PPP1CA	5	L	1	34113.01578
PPP1CA	5	L	2	31052.46647
PPP1CA	5	L	3	27222.82786
PPP1CA	6	L	1	21320.71759
PPP1CA	6	L	2	25580.80409
PPP1CA	6	L	3	27409.79779
CPA1	1	H	1	54842.3
CPA1	1	H	2	49747.21781
CPA1	1	H	3	49451.86326
CPA1	2	H	1	2145.457404
CPA1	2	H	2	1854.867369
CPA1	2	H	3	974.873897
CPA1	3	H	1	0
CPA1	3	H	2	0
CPA1	3	H	3	0
CPA1	4	H	1	13640.71153
CPA1	4	H	2	12570.07582
CPA1	4	H	3	8441.193932
CPA1	5	H	1	2015.039469
CPA1	5	H	2	3089.211778
CPA1	5	H	3	4741.811895
CPA1	6	H	1	3293.039594
CPA1	6	H	2	2322.858579
CPA1	6	H	3	1480.265799
CPA1	1	L	1	46571.46484
CPA1	1	L	2	42010.89755
CPA1	1	L	3	42622.10943
CPA1	2	L	1	4433.624632
CPA1	2	L	2	2943.054013
CPA1	2	L	3	1777.516036
CPA1	3	L	1	3781.904491
CPA1	3	L	2	1729.480583
CPA1	3	L	3	4069.02299
CPA1	4	L	1	17955.68771
CPA1	4	L	2	10193.57807
CPA1	4	L	3	10458.96895
CPA1	5	L	1	3955.517812
CPA1	5	L	2	1471.862683
CPA1	5	L	3	0
CPA1	6	L	1	4013.478588
CPA1	6	L	2	4317.433793
CPA1	6	L	3	3396.097338
CPB1	1	H	1	54842.3
CPB1	1	H	2	49747.21781
CPB1	1	H	3	49451.86326
CPB1	2	H	1	2145.457404
CPB1	2	H	2	1854.867369
CPB1	2	H	3	974.873897
CPB1	3	H	1	0
CPB1	3	H	2	0
CPB1	3	H	3	0
CPB1	4	H	1	13640.71153
CPB1	4	H	2	12570.07582
CPB1	4	H	3	8441.193932
CPB1	5	H	1	2015.039469
CPB1	5	H	2	3089.211778
CPB1	5	H	3	4741.811895
CPB1	6	H	1	3293.039594
CPB1	6	H	2	2322.858579
CPB1	6	H	3	1480.265799
CPB1	1	L	1	46571.46484
CPB1	1	L	2	42010.89755
CPB1	1	L	3	42622.10943
CPB1	2	L	1	4433.624632
CPB1	2	L	2	2943.054013
CPB1	2	L	3	1777.516036
CPB1	3	L	1	3781.904491
CPB1	3	L	2	1729.480583
CPB1	3	L	3	4069.02299
CPB1	4	L	1	17955.68771
CPB1	4	L	2	10193.57807
CPB1	4	L	3	10458.96895
CPB1	5	L	1	3955.517812
CPB1	5	L	2	1471.862683
CPB1	5	L	3	0
CPB1	6	L	1	4013.478588
CPB1	6	L	2	4317.433793
CPB1	6	L	3	3396.097338
UBR1	1	H	1	0
UBR1	1	H	2	0
UBR1	1	H	3	0
UBR1	2	H	1	0
UBR1	2	H	2	6869.570353
UBR1	2	H	3	8093.225751
UBR1	3	H	1	7040.277195
UBR1	3	H	2	3881.006226
UBR1	3	H	3	0
UBR1	4	H	1	0
UBR1	4	H	2	0
UBR1	4	H	3	0
UBR1	5	H	1	0
UBR1	5	H	2	12069.38124
UBR1	5	H	3	0
UBR1	6	H	1	5270.891613
UBR1	6	H	2	0
UBR1	6	H	3	5148.030026
UBR1	1	L	1	0
UBR1	1	L	2	0
UBR1	1	L	3	0
UBR1	2	L	1	7256.485634
UBR1	2	L	2	6063.582227
UBR1	2	L	3	4137.31143
UBR1	3	L	1	7527.460446
UBR1	3	L	2	3486.571141
UBR1	3	L	3	0
UBR1	4	L	1	0
UBR1	4	L	2	0
UBR1	4	L	3	0
UBR1	5	L	1	5242.496468
UBR1	5	L	2	0
UBR1	5	L	3	9003.462951
UBR1	6	L	1	0
UBR1	6	L	2	0
UBR1	6	L	3	0
GULP1	1	H	1	5146.65
GULP1	1	H	2	6152.851812
GULP1	1	H	3	5304.463914
GULP1	2	H	1	0
GULP1	2	H	2	987.1585566
GULP1	2	H	3	0
GULP1	3	H	1	0
GULP1	3	H	2	0
GULP1	3	H	3	741.7260298
GULP1	4	H	1	0
GULP1	4	H	2	0
GULP1	4	H	3	0
GULP1	5	H	1	0
GULP1	5	H	2	0
GULP1	5	H	3	0
GULP1	6	H	1	1377.79088
GULP1	6	H	2	2038.608077
GULP1	6	H	3	2434.512935
GULP1	1	L	1	7486.617597
GULP1	1	L	2	4622.879427
GULP1	1	L	3	3415.006808
GULP1	2	L	1	0
GULP1	2	L	2	0
GULP1	2	L	3	0
GULP1	3	L	1	0
GULP1	3	L	2	0
GULP1	3	L	3	0
GULP1	4	L	1	0
GULP1	4	L	2	0
GULP1	4	L	3	0
GULP1	5	L	1	2221.880211
GULP1	5	L	2	0
GULP1	5	L	3	0
GULP1	6	L	1	0
GULP1	6	L	2	1493.089546
GULP1	6	L	3	3598.675731
FRMD8	1	H	1	0
FRMD8	1	H	2	9201.941864
FRMD8	1	H	3	8622.18108
FRMD8	2	H	1	0
FRMD8	2	H	2	0
FRMD8	2	H	3	0
FRMD8	3	H	1	7541.526259
FRMD8	3	H	2	0
FRMD8	3	H	3	0
FRMD8	4	H	1	0
FRMD8	4	H	2	0
FRMD8	4	H	3	0
FRMD8	5	H	1	9246.356038
FRMD8	5	H	2	6395.818244
FRMD8	5	H	3	0
FRMD8	6	H	1	0
FRMD8	6	H	2	7078.987264
FRMD8	6	H	3	0
FRMD8	1	L	1	5614.412477
FRMD8	1	L	2	0
FRMD8	1	L	3	0
FRMD8	2	L	1	0
FRMD8	2	L	2	0
FRMD8	2	L	3	0
FRMD8	3	L	1	7421.198135
FRMD8	3	L	2	0
FRMD8	3	L	3	0
FRMD8	4	L	1	0
FRMD8	4	L	2	0
FRMD8	4	L	3	0
FRMD8	5	L	1	6496.268323
FRMD8	5	L	2	6373.259462
FRMD8	5	L	3	8905.475058
FRMD8	6	L	1	6613.774925
FRMD8	6	L	2	6848.192412
FRMD8	6	L	3	5228.864917
LSG1	1	H	1	4585.44
LSG1	1	H	2	8055.273668
LSG1	1	H	3	6824.222443
LSG1	2	H	1	4338.816049
LSG1	2	H	2	5189.012946
LSG1	2	H	3	6092.982026
LSG1	3	H	1	4909.035768
LSG1	3	H	2	4831.057005
LSG1	3	H	3	4488.689784
LSG1	4	H	1	0
LSG1	4	H	2	0
LSG1	4	H	3	0
LSG1	5	H	1	5588.278643
LSG1	5	H	2	7332.285127
LSG1	5	H	3	8642.544155
LSG1	6	H	1	6091.026634
LSG1	6	H	2	4542.343732
LSG1	6	H	3	5302.257412
LSG1	1	L	1	8592.949232
LSG1	1	L	2	13288.71956
LSG1	1	L	3	7660.959377
LSG1	2	L	1	4073.520379
LSG1	2	L	2	5163.422307
LSG1	2	L	3	3886.938218
LSG1	3	L	1	0
LSG1	3	L	2	4224.164211
LSG1	3	L	3	3876.967484
LSG1	4	L	1	0
LSG1	4	L	2	0
LSG1	4	L	3	0
LSG1	5	L	1	5513.08576
LSG1	5	L	2	5693.750726
LSG1	5	L	3	5062.19411
LSG1	6	L	1	4213.039045
LSG1	6	L	2	6949.300228
LSG1	6	L	3	5740.22027
CPLX1	1	H	1	0
CPLX1	1	H	2	1382.54826
CPLX1	1	H	3	0
CPLX1	2	H	1	15988.42073
CPLX1	2	H	2	12159.43133
CPLX1	2	H	3	15256.65881
CPLX1	3	H	1	15041.93613
CPLX1	3	H	2	14376.46303
CPLX1	3	H	3	12666.71678
CPLX1	4	H	1	0
CPLX1	4	H	2	0
CPLX1	4	H	3	3403.113322
CPLX1	5	H	1	11325.70481
CPLX1	5	H	2	2812.286323
CPLX1	5	H	3	7416.909647
CPLX1	6	H	1	6791.253061
CPLX1	6	H	2	5187.31275
CPLX1	6	H	3	6334.432445
CPLX1	1	L	1	0
CPLX1	1	L	2	0
CPLX1	1	L	3	0
CPLX1	2	L	1	13923.58643
CPLX1	2	L	2	9472.657467
CPLX1	2	L	3	11246.72902
CPLX1	3	L	1	15841.93131
CPLX1	3	L	2	18623.29982
CPLX1	3	L	3	13861.71112
CPLX1	4	L	1	0
CPLX1	4	L	2	0
CPLX1	4	L	3	0
CPLX1	5	L	1	6602.90746
CPLX1	5	L	2	8171.208924
CPLX1	5	L	3	10815.73915
CPLX1	6	L	1	6203.540632
CPLX1	6	L	2	11283.18943
CPLX1	6	L	3	0
CLASP2	1	H	1	1146.18
CLASP2	1	H	2	3278.963318
CLASP2	1	H	3	0
CLASP2	2	H	1	740.4967533
CLASP2	2	H	2	1587.930993
CLASP2	2	H	3	1686.148247
CLASP2	3	H	1	1501.629562
CLASP2	3	H	2	850.3890374
CLASP2	3	H	3	0
CLASP2	4	H	1	0
CLASP2	4	H	2	0
CLASP2	4	H	3	0
CLASP2	5	H	1	0
CLASP2	5	H	2	0
CLASP2	5	H	3	0
CLASP2	6	H	1	1510.177836
CLASP2	6	H	2	791.8148683
CLASP2	6	H	3	0
CLASP2	1	L	1	0
CLASP2	1	L	2	3585.672213
CLASP2	1	L	3	1361.156957
CLASP2	2	L	1	1337.618908
CLASP2	2	L	2	549.5552598
CLASP2	2	L	3	101.5124031
CLASP2	3	L	1	0
CLASP2	3	L	2	0
CLASP2	3	L	3	0
CLASP2	4	L	1	0
CLASP2	4	L	2	0
CLASP2	4	L	3	974.7582223
