ionIdx	ionMz	ionAverageInt	ionTopFormula	ionTopIon	ionTopName	D1 LG	D1 HG	D2 LG	D2 HG	D3 LG	D3 HG	D4 LG	D4 HG	D5 LG	D5 HG		
445	229.1225	11654.83906	C15H18O2	-H(-)	Epoxy-eudesmatrien-one	11057	9897.5	13896	13258.5	11028	11045.5	10570	10756	13730.5	14310.5	HMDB0094599	HMDB0094599
428	223.1338	51132.14906	C13H20O3	-H(-)	Epoxyeremopetasinorol	49978	62035	34078	38540.5	53792.5	51058.5	52834.5	50013	50750	47132	HMDB0125227	HMDB0125227
727	323.1647	19155.62207	C21H24O3	-H(-)	Epoxymenaquinone	22485	22362	9886.5	12435.5	17655.5	20908.5	22109.5	21551.5	22293	26611.5	HMDB0037852	HMDB0037852
585	274.1403	9985.314957	C11H21N3O5	-H(-)	Epsilon-(gamma-Glutamyl)-ly...	11481	10382.5	6743	7412.5	9498.5	8961	11445.5	11186	10580	10080	C20149	C20149
278	185.0454	45091.05392	C8H10O5	-H(-)	Erinapyrone C	43985	43983	31735.5	34059	48108	43546	50788	46396	51168	58920.5	HMDB0010701	HMDB0010701
619	287.0557	17700.81317	C15H12O6	-H(-)	Eriodictyol	15042.5	14450	15249.5	15683	21999.5	19510.5	16725.5	16009	18906	17901	HMDB0094599	HMDB0094599
1124	595.1445	8043.776967	C30H28O13	-H(-)	Eriodictyol (trans-p-coumar...	8384	7261	7646	8236.5	9672	10501.5	11000	11152	8127.5	8172	HMDB0031114	HMDB0031114
778	337.3110	30985.607	C22H42O2	-H(-)	Erucic acid	30518	33515	19112.5	26558	30498	35592	34738	34622.5	29511	32066.5	CHEBI:88775	CHEBI:88775
1125	595.5089	20231.01928	C40H68O3	-H(-)	Erythrodiol decanoate	7257	8634	4555.5	5735	12100.5	13731	6961.5	6620.5	8468	7998	CHEBI:85803	CHEBI:85803
717	317.1610	15217.07333	C16H22N4O3	-H(-)	Eseramine	12565.5	13856.5	8601.5	12657	13124.5	12113.5	13999.5	13301.5	14794	13386	HMDB0037527	HMDB0037527
1086	543.1552	10280.15834	C24H32O12S	-H(-)	Estriol sulfate glucuronide	11632.5	9442.5	5242.5	5668.5	12013.5	14237	12780.5	30555.5	8052	8820	CHEBI:85803	CHEBI:85803
983	445.1872	22836.72861	C24H30O8	-H(-)	Estrone glucuronide	19204.5	20838.5	14156.5	13747	21202	20679	20952.5	18338	17397	20735	CHEBI:78416	CHEBI:78416
129	140.0716	13151.34502	C7H11NO2	-H(-)	Ethosuximide	11194	13288.5	9623	10794.5	14993	18606.5	12482	12628	12455	15214.5	HMDB0033673	HMDB0033673
293	189.0599	77849.78944	C8H14O3S	-H(-)	Ethyl (acetylthio)butyrate	24290	12894	8062.5	11168.5	432258	236270	20216.5	18737	147051	79870.5	C03033	C03033
422	221.0666	26909.01709	C8H14O7	-H(-)	Ethyl glucuronide	24793.5	22314.5	11321	10706.5	27037	31019.5	27486	61134.5	24211	26960.5	HMDB0132969	HMDB0132969
94	127.0760	69251.50251	C7H12O2	-H(-)	Ethyl tiglate	71710	78170.5	46750.5	51966	72162	67182	72973	65894	77235	72906	CHEBI:31128	CHEBI:31128
359	205.0876	31339.91368	C12H14O3	-H(-)	Ethyl trans-p-methoxycinnamate	32083	34600.5	23147.5	23571.5	31263	32081	33380.5	29742.5	27234	32351.5	HMDB0094599	HMDB0094599
943	419.3160	10664.79635	C26H44O4	-H(-)	Ethylchenodeoxycholic acid	5881	7318	6122	5850.5	5888	7143.5	5687.5	6532.5	6793.5	6789.5	HMDB0127029	HMDB0127029
570	269.1758	27752.28877	C15H26O4	-H(-)	Ethylene brassylate	26386.5	27662.5	23602	24828	24924.5	24828	24349.5	25135	27580	24840.5	HMDB0112223	HMDB0112223
86	124.0400	16300.79993	C6H7NO2	-H(-)	Ethylmaleimide	13224.5	13523.5	14428	16136.5	15374.5	19137	18775.5	17113.5	14170	17032.5	CHEBI:15401	CHEBI:15401
342	201.0219	13982.01216	C8H10O4S	-H(-)	ethylphenylsulfate	12848	11718	7787.5	8383	11599	14071	11904.5	11931.5	14003	11604	HMDB0038420	HMDB0038420
739	327.1083	12469.38505	C15H20O8	-H(-)	Ethylvanillin hexoside	12705.5	13382.5	8642	10013.5	12011	13383	15115.5	12711.5	14578	13264.5	HMDB0037798	HMDB0037798
562	267.1026	13472.02048	C17H16O3	-H(-)	Eugenyl benzoate	14678	12950.5	11128	10847	13833.5	15848.5	16730.5	16172	14468.5	16413	HMDB0001151	HMDB0001151
1081	537.2858	9075.838388	C32H42O7	-H(-)	Euphorbia factor Ti2	9741.5	9848	6596.5	6665	9788.5	11974	9662.5	11373	10288.5	10134.5	CHEBI:85803	CHEBI:85803
436	227.0363	16788.97935	C8H10N3O3S.	-H(-)	Fenaminosulf	15381	14488.5	12491	12431	13828.5	15722	16832	14096.5	20223	17583	C07335	C07335
303	193.0506	29003.28865	C10H10O4	-H(-)	Ferulic acid	27849	28202.5	21974.5	23315	29476	26125	29248.5	30753.5	28612	31490.5	HMDB0037527	HMDB0037527
1260	984.1660	12439.17327	C33H46N7O20P3S	-H(-)	Feruloyl-diketide-CoA	23527	9812	6156.5	6374	19907	23818	22604.5	21391	13330	12510.5	HMDB0124594	HMDB0124594
810	355.1027	14795.88527	C16H20O9	-H(-)	Feruloylhexose	17315.5	13100	14330.5	13990	17659	18109.5	18757.5	16612.5	21505.5	17874	HMDB0094599	HMDB0094599
421	221.0609	40207.47225	C7H14N2O4S	-H(-)	Flavone &1	61853	45022.5	14905.5	12197.5	56372.5	66212.5	63925.5	78796	44053	46200	C19660	C19660
420	220.1082	8604.478295	C11H15N3O2	-H(-)	Formetanate	15391	10078.5	5643.5	5470.5	8566	7220.5	14018.5	12184.5	10495.5	9474.5	C09394	C09394
560	267.0659	80415.98269	C8H16N2O6S	-H(-)	Formononetin &1	157498.5	85445.5	33003	28852.5	126538	128326.5	135258	130211.5	131338.5	94084	HMDB0029943	HMDB0029943
834	365.2047	11052.89795	C14H30N4O7	-H(-)	Fortimicin KK1	10538.5	15082.5	7257.5	8619.5	9789	11341	10654.5	12001.5	11827	11687	CHEBI:17047	CHEBI:17047
603	282.0397	24636.43695	C9H18NO3PS2	-H(-)	Fosthiazate	26359	26683	15382	20276	22286	25810.5	29964	26622.5	27539.5	25428.5	C08678	C08678
1118	588.0758	12538.0656	C16H25N5O15P2	-H(-)	fucose	19072	19946.5	7993.5	9781.5	13248.5	14601.5	24328	26062.5	13265	15464.5	C19422	C19422
574	271.0465	14935.55758	C11H12O8	-H(-)	Fukiic acid	15381	14147	16574	15629	14662.5	11946	15425.5	15002.5	16174	16554.5	CHEBI:4208	CHEBI:4208
64	115.0035	68474.25288	C4H4O4	-H(-)	Fumarate	76005	64350	29041	39897.5	102217	91293.5	116728	116534	90905	84778.5	HMDB0029230	HMDB0029230
538	259.0814	2641563.425	C11H16O7	-H(-)	Furanmethanol hexoside	5538833	3152153	442976	246987	5035820.5	5731774	5106267.5	5327251.5	3077662.5	3057566.5	HMDB0125227	HMDB0125227
321	197.0597	16482.70798	C13H10O2	-H(-)	Furanyl)-phenyl-propenal	15020.5	18106.5	10449.5	13850	14608.5	13771	23378	21263	17917.5	18377	C13733	C13733
31	95.0141	81306.86645	C5H4O2	-H(-)	Furfural	69492	85484	71987	65874.5	65301.5	91485	63081.5	94984.5	71299	80971	CHEBI:66879	CHEBI:66879
54	111.0084	222873.4242	C5H4O3	-H(-)	Furoic acid	130508.5	104722.5	64216	84742	363778	269368.5	135240.5	611028.5	170515	168293.5	HMDB0041573	HMDB0041573
219	169.0150	60944.94469	C7H6O5	-H(-)	Gallic acid &1	59646	68902.5	34384.5	37817.5	64560	62175.5	64175.5	56520.5	64981	66993	HMDB0132675	HMDB0132675
935	415.3578	33643.20857	C28H48O2	-H(-)	Gamma-Tocopherol	45179	71814	13793	22320.5	19572.5	23304.5	52009.5	54340	32686	37595.5	C12481	C12481
923	409.3119	21237.91693	C28H42O2	-H(-)	Gamma-Tocotrienol	23387.5	29563	26870.5	30041	20741	20458	24994	20763.5	25106.5	24186	HMDB0125227	HMDB0125227
1064	517.3889	17737.14754	C32H54O5	-H(-)	Ganoderiol C	4103.5	3643	3745	3425.5	3887.5	4412.5	4140.5	4195.5	4903	4353.5	HMDB0124594	HMDB0124594
660	301.1282	25175.7426	C14H22O7	-H(-)	Garcinia lactone dibutyl ester	33459	28329	11724.5	11627	27023.5	31819.5	34359	32044	27219.5	27298	HMDB0062313	HMDB0062313
931	413.1596	30341.89804	C23H26O7	-H(-)	Garcinone C	29277	38666.5	55305.5	56601	25746.5	20857	32723.5	24490	44688.5	33516.5	HMDB0035480	HMDB0035480
479	241.0718	46174.2163	C11H14O6	-H(-)	Genipinic acid	51547.5	50411	27242.5	26166	49383	51062.5	58429	57024.5	49281	57381	HMDB0127029	HMDB0127029
1022	476.3084	8655.111386	C21H43N5O7	-H(-)	Gentamicin	11365	9562.5	4850.5	4165	10790.5	10598.5	10283.5	10284	7530.5	7626	HMDB0060754	HMDB0060754
267	181.1231	16507.73469	C11H18O2	-H(-)	Geranyl formate	16448.5	16559.5	11424.5	13734.5	15347.5	15203	17127	14549.5	16360.5	15820	HMDB0036597	HMDB0036597
751	329.1396	12480.63959	C19H22O5	-H(-)	Gibberellin A105	11313	10578	15482	14982	11944.5	11524	12642	11896.5	14282	13750	HMDB0125227	HMDB0125227
828	363.1438	14686.48174	C19H24O7	-H(-)	Gibberellin A55	17078	12360.5	8965	8987	19072.5	18071.5	26888	20354.5	19120	17080	HMDB0040537	HMDB0040537
793	347.1499	10716.15488	C19H24O6	-H(-)	Gibberellin A60	10586	10857.5	8062	9547	10244	11670	11798	10095	12039.5	12007.5	HMDB0000186	HMDB0000186
803	351.1813	15606.93664	C19H28O6	-H(-)	Gingerdiol diacetate	14329	18601	11154.5	10811.5	16042.5	14274.5	16774	15354.5	20944.5	17149.5	HMDB0125227	HMDB0125227
876	384.1460	7982.959339	C21H23NO6	-H(-)	Glaucamine	8329	7823.5	5370	5220	12046.5	9843.5	9863.5	8851	9630.5	8022.5	CHEBI:88775	CHEBI:88775
1229	875.3923	13169.65281	C41H64O20	-H(-)	Glucoconvallatoxoloside	20890	16558	15309.5	11240	16254	17641.5	19926.5	18187	15192.5	13956	HMDB0124594	HMDB0124594
675	305.1597	10321.31703	C14H26O7	-H(-)	Glucopyranosyloxy)-octanone	9667	8922	7817.5	8231	11329.5	9111.5	12229	13271.5	13206	10837.5	HMDB0031114	HMDB0031114
970	434.0250	16090.3748	C12H21NO10S3	-H(-)	Glucoraphenin	12996	15363	16746.5	21209.5	10140.5	10558	27507.5	24340.5	16136	20782.5	HMDB0007933	HMDB0007933
536	258.0287	9910.773123	C6H13NO8S	-H(-)	Glucosamine sulfate	11753	11242.5	6039.5	5858	12152.5	18904.5	12710	11592	11941.5	12363.5	HMDB0094599	HMDB0094599
518	254.1038	8499.882164	C12H17NO5	-H(-)	Glucosylarylamine	8119	9692.5	6683	7218	8351.5	9738	7691.5	9555	8744	8351	C17803	C17803
150	146.0458	750048.4364	C5H9NO4	-H(-)	Glutamate	629579.5	755587.5	148664.5	302123.5	2642556	2013608.5	815535.5	715193.5	1003823.5	915324	HMDB0029987	HMDB0029987
146	145.0619	385494.8261	C5H10N2O3	-H(-)	Glutamine	513904	599636.5	30681.5	43186	66140	62949	311485	232527	233289	190614.5	CHEBI:28631	CHEBI:28631
591	276.1017	53963.69214	C10H19N3O4S	-H(-)	Glutaminylmethionine	46782.5	77942.5	32996.5	53495	62093.5	83566.5	106973.5	115909.5	55131.5	74316	HMDB0133719	HMDB0133719
496	246.1098	10335.88288	C9H17N3O5	-H(-)	Glutaminylthreonine	9398.5	8683.5	5569	6358	14392.5	19524.5	8957.5	8137.5	12413.5	12285.5	HMDB0035729	HMDB0035729
502	249.0556	26926.47539	C8H14N2O5S	-H(-)	Glutamylcysteine	42765.5	30970	12295	11488	31258.5	34955.5	44046	39830.5	32564.5	30534	HMDB0003449	HMDB0003449
594	277.0874	15541.03905	C10H18N2O5S	-H(-)	Glutamylmethionine	15627.5	15389	8062.5	8657	16200.5	19598	17580	18573.5	15069.5	17570.5	HMDB0039525	HMDB0039525
105	131.0348	66526.7836	C5H8O4	-H(-)	Glutarate	64583.5	70535.5	40348.5	48202.5	63093	76028	65631	82504.5	72717.5	75959	CHEBI:16070	CHEBI:16070
1230	880.1393	7617.064067	C26H42N7O19P3S	-H(-)	Glutaryl-CoA	6261.5	6753.5	7562	8450.5	5751.5	7079	7581.5	8320	8310.5	8756	HMDB0124594	HMDB0124594
678	306.0769	519878.5793	C10H17N3O6S	-H(-)	Glutathione	622782	883376	343801	501919	126209	156054.5	1562646.5	1596306.5	593965.5	696189.5	C01684	C01684
45	105.0190	24638.82182	C3H6O4	-H(-)	Glyceric acid	29984	18325	11642	12425.5	29709	28106	26121.5	25678.5	28697.5	28572	HMDB0036597	HMDB0036597
764	333.0594	35483.31506	C9H19O11P	-H(-)	Glycero-phospho)-1myo-inositol	44772.5	51421	25663	42325.5	25082.5	30456	65781	77365.5	39048	49130.5	CHEBI:6731	CHEBI:6731
532	257.1025	41824.60647	C12H18O6	-H(-)	Glycero-phosphocholine &1	53841.5	44741	21611.5	20933.5	51758	55282.5	57785	54902	45779	46341.5	HMDB0035544	HMDB0035544
456	231.0869	37286.76907	C10H16O6	-H(-)	Glycerol propanoate diacetate	39549.5	36269	19212	24223.5	39178	40109.5	54662	40719	48891.5	48462.5	CHEBI:88750	CHEBI:88750
661	301.1658	23505.92843	C15H26O6	-H(-)	Glycerol tributanoate	26728	25303.5	12526.5	14947	24129	24505	28972	27600	24893.5	25241	HMDB0094599	HMDB0094599
877	385.2595	11129.42261	C21H38O6	-H(-)	Glycerol trihexanoate	11054	10342.5	6993	6933	8803	11273.5	11212.5	10966.5	10509	10331.5	HMDB0094599	HMDB0094599
529	256.0953	34175.64186	C8H20NO6P	-H(-)	Glycerophosphocholine	33464.5	47253.5	18133	27852.5	30642.5	38429	56747	58312	33691.5	39426	HMDB0127029	HMDB0127029
491	245.0431	91469.54575	C6H15O8P	-H(-)	Glycerophosphoglycerol	63942.5	71373.5	35556.5	56054	190067	198821	138968.5	132407	126461.5	131159.5	CHEBI:88775	CHEBI:88775
398	214.0490	171911.3431	C5H14NO6P	-H(-)	Glycerylphosphorylethanolamine	204647	301621	134227.5	217950.5	44134.5	60120.5	419909.5	457616.5	200221.5	251885	HMDB0094599	HMDB0094599
14	74.0247	22914.16944	C2H5NO2	-H(-)	Glycine	27047	32200.5	11273	16137	9699	10023.5	34732.5	33347	23199.5	23136	#N/A	#N/A
1152	665.2141	15579.77926	C24H42O21	-H(-)	Glycogen	16685.5	15571.5	10853.5	12440	30756	32573.5	16912.5	21068.5	17108.5	19331	HMDB0060754	HMDB0060754
16	75.0089	12802.87753	C2H4O3	-H(-)	Glycolate	12178	18507	7857	8894	12529.5	15696.5	14494.5	17196.5	13027.5	15845.5	CHEBI:89943	CHEBI:89943
383	211.0832	12806.18502	C7H16O7	-H(-)	Glycyl-Histidine &1	16649.5	15150	7215	7391.5	14270	12918.5	16176.5	14904.5	11917.5	11996	HMDB0056142	HMDB0056142
358	205.0664	35502.05379	C7H14N2O3S	-H(-)	Glycyl-Methionine	56162.5	35433	11182	9432	50817	55762.5	58448.5	53708.5	46527.5	40976	HMDB0125227	HMDB0125227
11	72.9930	12513.52447	C2H2O3	-H(-)	Glyoxylic acid	12284	15640.5	9030.5	8957.5	13421	15923.5	15638	17035.5	16576.5	14780.5	CHEBI:18041	CHEBI:18041
827	362.0506	18727.35009	C10H14N5O8P	-H(-)	GMP	13355.5	17222	27503	40788	14944.5	16329	22823	30397.5	18560	26618.5	C14100	C14100
96	128.0185	7815.216917	C5H7NOS	-H(-)	Goitrin	4194.5	3675	4995	4250.5	4671	4581	3839.5	3094	4694.5	3648	HMDB0036576	HMDB0036576
723	323.0565	58316.85069	C18H12O6	-H(-)	Grevilline A	111581.5	70175	19973	14420.5	100122	106380.5	101016.5	96779	76998	69449.5	CHEBI:37922	CHEBI:37922
323	197.0814	41241.40631	C10H14O4	-H(-)	Guaifenesin	36984	40617.5	29795	33643	37330.5	35279	45369.5	38504	41339.5	42104	CHEBI:80811	CHEBI:80811
68	116.0461	13727.43153	C3H7N3O2	-H(-)	Guanidinoacetic acid	13735	14995.5	9036.5	10721	9306	9654	19434.5	18990	13565	15115	HMDB0040167	HMDB0040167
514	253.0729	29939.03266	C12H14O6	-H(-)	"H-1,benzodioxol-yl)-hydroxy..."	34080	32444	21282.5	22872	43886.5	29315	42898	32834	33548	39502.5	HMDB0125227	HMDB0125227
364	207.0304	20098.88668	C10H8O5	-H(-)	"H-1,benzodioxol-yl)-oxoprop..."	20971	19705	13043.5	15166.5	20353.5	19506.5	21679	19482.5	20603	27259	HMDB0127029	HMDB0127029
714	317.0334	188982.7245	C12H14O8S	-H(-)	"H-1,benzodioxol-yl)prop-en-..."	343861	283647	37855	24397.5	304867.5	441863	306886	407245.5	211261	226898.5	CHEBI:85983	CHEBI:85983
475	238.0350	213290.2045	C10H9NO6	-H(-)	H-benzodioxol-yl)methyliden...	461659	221158	31885.5	19905	405822	451147	421144.5	418171	277765	228727.5	HMDB0034422	HMDB0034422
783	341.0518	25293.55701	C14H14O10	-H(-)	H-benzodioxole-carbonyloxy)...	36760.5	29602.5	11517	11431.5	35981.5	37269.5	35534.5	36143	28530	26523	HMDB0002586	HMDB0002586
262	181.0146	80670.4714	C8H6O5	-H(-)	H-benzodioxole-carboxylic acid	84804	84308.5	63736.5	71021.5	84920.5	79034.5	87732	79229	89511.5	88688	HMDB0031063	HMDB0031063
774	337.0389	1398144.409	C15H14O7S	-H(-)	H-benzopyran-olate	2856521	1411410.5	498721.5	256395.5	2572733	2703830.5	2524939.5	2430443.5	2245690.5	1944818	HMDB0010330	HMDB0010330
981	443.1703	17033.86679	C24H28O8	-H(-)	H-benzopyran-one	10763	9618.5	12849	13837	8488	10291.5	10050	9894	12557.5	11994	C16535	C16535
1016	473.1458	8777.14633	C24H26O10	-H(-)	H-benzopyran-yl)oxy]oxane-c...	7740.5	6896.5	7084.5	7930	6169.5	7082	8116.5	8756	8127.5	8814.5	CHEBI:4551	CHEBI:4551
1019	475.1601	10824.10323	C24H28O10	-H(-)	H-benzopyran-yl)oxy]oxane-c...	8662	7524.5	4998.5	5334	9715.5	9785.5	9720.5	9305.5	8658.5	7746.5	C04580	C04580
933	414.9976	44483.01508	C15H12O12S	-H(-)	H-benzopyran-yl)phenyl]oxid...	88874	49750.5	17424	13806	75308	76632.5	74296	77126	48820.5	46617	C16535	C16535
1237	895.1545	9753.350426	C45H36O18S	-H(-)	"H-benzopyran-yl]-4,12,1trio..."	13912	11096.5	9513.5	8915	13853	15886.5	14906	14467	9003	9210	HMDB0124594	HMDB0124594
1130	611.1221	9128.650885	C30H28O12S	-H(-)	H-benzopyran-yl]propyl]phen...	11405	9928.5	9745.5	9652	8110.5	8848.5	15065.5	15953.5	10077.5	10708	CHEBI:85803	CHEBI:85803
792	347.0420	14635.98354	C16H12O9	-H(-)	H-chromen-one	12131.5	14300.5	14874	24804	14052.5	13515	20087.5	23864	15186	20623	HMDB0000760	HMDB0000760
682	307.1341	10226.60511	C20H20O3	-H(-)	H-chromen-yl)-phenylpropan-one	10185	9920.5	8338.5	7724	9819.5	9541.5	12738.5	9921.5	11659	11230.5	C15765	C15765
1040	495.0610	10934.57469	C21H20O12S	-H(-)	H-chromen-yl)-trihydroxyoxa...	13470.5	13300	6744.5	6854.5	15070.5	17359	13418.5	23378	12340.5	12351.5	CHEBI:89404	CHEBI:89404
762	333.0066	27616.14247	C15H10O7S	-H(-)	H-chromen-yl)phenyl]oxidane...	45154	42437	6952.5	6916.5	41353	66251	39867	59195.5	22010.5	25412	HMDB0126510	HMDB0126510
1165	697.1266	11344.5643	C29H30O20	-H(-)	"H-chromen-yl]-2,dihydroxyph..."	11111	12888.5	13953	13020	14283.5	14942.5	14362	22528.5	13270.5	12993	C19422	C19422
1070	525.0699	15809.57842	C22H22O13S	-H(-)	H-chromen-yl]-trihydroxyoxa...	22622.5	18467	11769.5	9432.5	20432.5	23045	23820.5	21571	21101.5	21359	HMDB0060754	HMDB0060754
1179	730.1760	11040.65112	C34H35O18	-H(-)	"H-chromen-yl]oxy}-4,dihydro..."	10366.5	9256	7295	7342.5	29614	27812.5	12487	12591	9574	8833.5	HMDB0124594	HMDB0124594
914	407.0992	29969.81261	C19H20O10	-H(-)	H-chromen-yl]oxy}oxane-carb...	30697	43404	54950.5	57318.5	32246.5	27468.5	36444.5	28472	44064.5	36286.5	HMDB0031130	HMDB0031130
1119	589.1196	8471.152014	C27H26O15	-H(-)	"H-chromen-yl]phenoxy}-3,4,t..."	8744.5	7905.5	6035.5	5962.5	14254.5	13685	8958.5	10187.5	8786	8201.5	HMDB0060754	HMDB0060754
1159	689.1028	11070.05927	C27H30O19S	-H(-)	H-chromen-yl}-hydroxyphenyl...	15138.5	11242.5	9415	8882	14874	18999	15306.5	19436	13376	11970	C19422	C19422
913	407.0621	33558.9672	C18H16O11	-H(-)	H-furo[h]chromen-yl}oxy)oxa...	39086	47045	43986	45351.5	40171	54957	42529	36616	48871	44944	HMDB0094599	HMDB0094599
949	423.0765	11110.57568	C19H20O9S	-H(-)	"H,8H,9H-furo[2,h]chromen-yl..."	12511	13531.5	7307.5	7828.5	11520	13415.5	15749.5	20528	11147	11531	HMDB0127348	HMDB0127348
593	277.0719	32625.67047	C14H14O6	-H(-)	"H,8H,9H-furo[h]chromen-one"	27267	25956.5	13678.5	16746.5	28108	33248	28426.5	27489	22932.5	27499	HMDB0061707	HMDB0061707
1094	551.2642	10375.97433	C32H40O8	-H(-)	Handelin	9914.5	6903	11067	12213	11960	10779.5	12457.5	13615	9818	11788.5	HMDB0039525	HMDB0039525
630	290.0713	11654.80882	C11H17NO6S	-H(-)	Hawkinsin &1	6591.5	7936	5109.5	5696	7242	8595	8141.5	8067.5	7350.5	7359	C06563	C06563
519	254.1140	8858.334767	C11H17N3O4	-H(-)	HC Blue No.1	7844	9229.5	6279	7359	8369	7545.5	8306	10944	8469	10082.5	HMDB0127029	HMDB0127029
1186	745.3333	8689.057007	C41H50N2O11	-H(-)	Hedamycin	8221	11377.5	7384.5	8402	6501.5	7365.5	11465.5	10648	9444.5	9309.5	HMDB0124594	HMDB0124594
1026	479.3150	8913.74818	C24H49O7P	-H(-)	heneicosanoyl-glycero-phosp...	9297.5	8555.5	5888	7606	7422.5	8950	11603.5	10375.5	8505.5	8894.5	C13880	C13880
918	407.3894	19687.30298	C27H52O2	-H(-)	Heptacosanedione	22423.5	31301	33538.5	36148	19821	16308	23831.5	18925	28320	23998	C09492	C09492
282	186.1138	42250.28176	C9H17NO3	-H(-)	Heptanoylglycine	41062.5	48538	27839.5	28967	42241	39810	43560.5	40652	39491.5	44570	HMDB0112232	HMDB0112232
471	235.1345	30557.50404	C14H20O3	-H(-)	Heptyl hydroxybenzoate	33482	35746	25024.5	23809.5	32192	33108.5	36710.5	32082	32314	32548	C09362	C09362
615	285.2078	47982.03085	C16H30O4	-H(-)	Hexadecanedioic acid	47677	46033	28752	27329	44547	43387	46399	45910.5	50784.5	43760	HMDB0012838	HMDB0012838
1161	693.5824	17708.44223	C46H78O4	-H(-)	Hexadecanoyloleanolic acid	6339.5	7517	57645	43835.5	14867.5	14844	18861.5	23014.5	20051.5	23294	HMDB0060754	HMDB0060754
685	308.2958	9298.614722	C20H39NO	-H(-)	Hexadecanoylpyrrolidine	8596	10127	7055.5	7412.5	9059.5	8998.5	8750.5	9034.5	8080.5	9123	CHEBI:75666	CHEBI:75666
530	256.1555	16156.65902	C13H23NO4	-H(-)	Hexenoylcarnitine	12351	15692.5	9054	9881	13543	12836.5	16624	13243.5	12293.5	13629	C00355	C00355
311	195.0510	97789.54272	C6H12O7	-H(-)	Hexonic acid	50663.5	46339	57565.5	87902	58713.5	50934.5	242373.5	240467.5	138463.5	125486.5	HMDB0036680	HMDB0036680
256	179.0561	542444.8635	C6H12O6	-H(-)	Hexose	313155	510496	246432	380564.5	180312	546400	1281083	1664509.5	503523.5	834287.5	HMDB0039174	HMDB0039174
1108	565.0471	61054.81167	C15H24N2O17P2	-H(-)	hexose	55542.5	90836.5	20296.5	26877	182576.5	188481	60096	62370.5	60819.5	78272	HMDB0060754	HMDB0060754
537	259.0224	32031.80035	C6H13O9P	-H(-)	Hexose P &1	26457	31230.5	14778	22298	54530	46130.5	26530	95251.5	25778.5	32539	HMDB0125227	HMDB0125227
239	175.0246	41355.91143	C6H8O6	-H(-)	Hexuronic acid; Ascorbate	47460	33704.5	27090	20307	47995.5	48038.5	58930.5	61195.5	44734.5	49172	C08354	C08354
395	213.1133	43172.40643	C11H18O4	-H(-)	Hexyltetrahydro-oxo-furanca...	42361	42322	29896.5	33461.5	42234	39553	42935	40533	38770.5	40582.5	CHEBI:61771	CHEBI:61771
253	178.0510	39337.3044	C9H9NO3	-H(-)	Hippurate	17513	14521	8326.5	7835	16828.5	19246	17770.5	64631.5	17544	15300	HMDB0062364	HMDB0062364
460	232.0826	207700.4918	C10H19NOS2	-H(-)	Hirsutin	32829	7974	4654.5	8952.5	1034291.5	1150374.5	10946	9812.5	294284.5	325908	HMDB0127348	HMDB0127348
52	110.0715	9090.367258	C5H9N3	-H(-)	Histamine	6468	9074	5953.5	7003.5	6018	6235	13427.5	11407.5	8371.5	9869.5	C00969	C00969
174	154.0625	117894.4781	C6H9N3O2	-H(-)	Histidine	88230	145844.5	31758	81689.5	42091	38196	71693.5	72535.5	83592.5	91349	C02362	C02362
418	220.0481	7046.306392	C6H12N3O4P	-H(-)	Histidinol phosphate	7406	7782	4933.5	4965.5	7888	9164.5	7312.5	8213	6997	8302.5	HMDB0140674	HMDB0140674
140	143.1304	11740.81494	C6H16N4	-H(-)	Homoagmatine	11039	11877	9012	9815	11365	11252	10572	10488	10567	11447.5	CHEBI:27931	CHEBI:27931
218	168.1032	8845.056095	C9H15NO2	-H(-)	Homoarecoline	8119	9351	4948	6760	9683.5	9672.5	8290	7612.5	8185	8255.5	CHEBI:978	CHEBI:978
734	325.3111	34988.12385	C21H42O2	-H(-)	Homophytanic acid	39532.5	50376.5	26837.5	31420	37474	37410.5	39340	38642	32157	38190	HMDB0125227	HMDB0125227
325	198.0174	25117.18974	C4H10NO6P	-H(-)	homoserine	11637.5	9762	7047	9539	70642	126803	9561.5	9608	19804	37852	HMDB0010701	HMDB0010701
37	100.0404	13020.77315	C4H7NO2	-H(-)	Homoserine lactone	12004	14727	9844	12463	17413	17524	15760	14123.5	13569.5	13707	HMDB0031484	HMDB0031484
264	181.0507	64479.93958	C9H10O4	-H(-)	Homovanillic acid	53398	55346	33917.5	34623.5	82953.5	139513	48346.5	44357	62594.5	79539.5	HMDB0128360	HMDB0128360
312	195.0655	47943.75698	C10H12O4	-H(-)	Homoveratric acid	50339	48079.5	31839.5	41117	47416.5	43632	61774	55701	52765.5	51048.5	HMDB0034668	HMDB0034668
1115	579.3044	14608.85673	C29H40N8O5	-H(-)	Hordatine B	15017.5	12355.5	7059	8375.5	13902.5	12522.5	15189.5	23837.5	11927.5	11542	C19422	C19422
668	303.1231	11946.65713	C17H20O5	-H(-)	HPEA-EDA	12721.5	11649.5	8538.5	9217	12004.5	13985	13941	12655	13653	14354.5	HMDB0127029	HMDB0127029
1042	496.1730	34452.09368	C26H23N7O4.	-H(-)	HR1917	36281.5	48611.5	62748	71840	38048.5	30175	41436	32664	46804.5	50494.5	CHEBI:89404	CHEBI:89404
