ionIdx	ionMz	ionAverageInt	ionTopFormula	ionTopIon	ionTopName	D1 LG	D1 HG	D2 LG	D2 HG	D3 LG	D3 HG	D4 LG	D4 HG	D5 LG	D5 HG		
171	152.0358	34586.30141	C7H7NO3	-H(-)	Hydroxyanthranilic acid	38515.5	35199	22482.5	24136	38831	37888	38009	39839	35691	35170	C06691	C06691
124	137.0239	524865.0653	C7H6O3	-H(-)	Hydroxybenzoate	271200.5	410020	227372.5	279534	276123	319017.5	285769.5	266903.5	280608.5	329726.5	CHEBI:16562	CHEBI:16562
805	352.0857	7276.23909	C16H19NO6S	-H(-)	Hydroxybenzyl isothiocyanat...	6052.5	5329	3869.5	4683.5	5868.5	5335	5751.5	5119.5	6146	6375	HMDB0125227	HMDB0125227
462	233.0274	51623.8696	C12H10O3S	-H(-)	Hydroxybiphenyl-sulfinate	43027.5	46114.5	45967	52047.5	47185.5	45285.5	49970.5	45890.5	48325	48449	HMDB0056142	HMDB0056142
42	103.0398	69600.80782	C4H8O3	-H(-)	Hydroxybutanoic acid	28885	31392	20358	27080	56612	67954	26862	30287.5	37524.5	41506	C00969	C00969
967	431.3161	11916.34607	C27H44O4	-H(-)	Hydroxycalcitriol	7040.5	7787	6025.5	7068	5744	7130.5	6988	7501	7435.5	7451	HMDB0007933	HMDB0007933
1109	565.1563	10541.91494	C26H30O14	-H(-)	Hydroxycastavinol	13861	12124.5	11332	11056.5	12963	12861.5	13649	15278.5	12303.5	12479.5	C17688	C17688
903	401.3424	7772.438235	C27H46O2	-H(-)	Hydroxycholesterol	9153.5	10958.5	4327.5	5390	6970.5	7163	8707	9000	7664.5	8202.5	HMDB0094599	HMDB0094599
1102	561.2564	7747.050073	C26H42O13	-H(-)	Hydroxycinnzeylanol hexoside	7113	5819.5	7231	7388.5	6276.5	7311.5	6621	7272	6484	5925	HMDB0056142	HMDB0056142
814	355.3218	12577.75567	C22H44O3	-H(-)	hydroxydocosanoic acid	13130	12856	14010.5	13125	9812	12352	11063	12178.5	13851.5	12459	HMDB0031114	HMDB0031114
493	245.1395	23074.48412	C12H22O5	-H(-)	Hydroxydodecanedioic acid	26155.5	22309.5	15998.5	17216	22257	22296	26565	23576.5	29376	24209	C06019	C06019
405	215.1652	45185.21642	C12H24O3	-H(-)	Hydroxydodecanoic acid	41442.5	50062	30721.5	32542	40047	50784.5	43336	49466.5	44791.5	55336	C13733	C13733
718	317.1973	9719.919524	C16H30O6	-H(-)	Hydroxyemedastine &1	10090	10737.5	6474	8163	9526.5	9199	10798	10081	10495.5	10694	HMDB0056142	HMDB0056142
511	251.1648	22218.61915	C15H24O3	-H(-)	Hydroxyepiacorone	21294.5	23404	19830	18863.5	20154	20537.5	21779	20179.5	20966	21091.5	HMDB0127029	HMDB0127029
614	285.1487	11404.13135	C18H22O3	-H(-)	Hydroxyestrone	10869	12195	8018	9454	10612.5	12066	12555.5	11958.5	11351.5	10861.5	HMDB0125227	HMDB0125227
1012	468.0642	7292.897086	C14H23N4O8P2S	-H(-)	Hydroxyethyl)thiamine PP	6237.5	7603.5	4774.5	4107	7415.5	7507.5	15433	14333	7861.5	8261	C10698	C10698
748	328.1617	7643.988298	C19H25N2OS	-H(-)	Hydroxyethylpromethazine	5836.5	6004	6064	5732.5	5160	6416	8205	7428.5	7496	7999	CHEBI:59040	CHEBI:59040
153	147.0299	219255.9889	C5H8O5	-H(-)	Hydroxyglutarate &1	148504	111087	34621	47389.5	666071.5	901986.5	109640	141861	289645	326381.5	CHEBI:31135	CHEBI:31135
642	294.1144	9480.639115	C18H17NO3	-H(-)	Hydroxyheptaphylline	8865	9391.5	7434.5	6564	12181	10549.5	10831.5	10066	11013.5	10312	HMDB0127348	HMDB0127348
662	301.2023	18101.44058	C16H30O5	-H(-)	Hydroxyhexadecanedioic acid	20609	20136	9832.5	11399.5	20224.5	18701	20804.5	21236	20354.5	19095	HMDB0112223	HMDB0112223
1264	1020.3329	13305.36427	C37H66N7O18P3S	-H(-)	Hydroxyhexadecanoyl-CoA	18679	8722	39225	25395.5	13999.5	17855.5	16479	15258	10426.5	9987.5	HMDB0124594	HMDB0124594
587	274.1668	5783.179717	C13H25NO5	-H(-)	Hydroxyhexanoycarnitine	5474	6152	4252.5	3659.5	4661	4630.5	16017.5	5174	5105.5	4936	HMDB0133719	HMDB0133719
951	423.1403	158354.2209	C19H24N2O9	-H(-)	Hydroxymelatonin glucuronide	205607.5	120486.5	252330.5	221384	175070	164844.5	198000	156317	241770	219322	HMDB0114924	HMDB0114924
178	155.0463	9980.802022	C6H8N2O3	-H(-)	Hydroxymethyl-methyluracil	8278	8238	6906.5	6980	9998.5	9029	9417	9733.5	11475.5	9444.5	HMDB0036549	HMDB0036549
133	142.0509	11113.16453	C6H9NO3	-H(-)	Hydroxymethylclavam	10804.5	10155	7698.5	8689.5	10172	13123.5	11387	10340	11356	10179	C03656	C03656
604	282.1707	16877.68408	C15H25NO4	-H(-)	Hydroxymetoprolol	15479	21948	8783	12651.5	21115	12282.5	20017	21561	17600.5	20134.5	CHEBI:35374	CHEBI:35374
772	335.1104	13529.33917	C12H20N2O9	-H(-)	Hydroxymugineic acid	14760.5	12419.5	7922.5	8429	13391	12923	16731	13763	15702	14563.5	HMDB0133719	HMDB0133719
489	243.1959	30933.84988	C14H28O3	-H(-)	Hydroxymyristic acid	28361.5	29927.5	19946.5	19692.5	27629	28037	28428	27599	26034.5	28297.5	HMDB0094599	HMDB0094599
535	257.2124	26147.70722	C15H30O3	-H(-)	Hydroxymyristic acid methyl...	29186.5	31175.5	17301.5	16845.5	29850.5	28837	29736.5	29758	24779.5	26539	HMDB0029987	HMDB0029987
712	316.2130	7741.224464	C16H31NO5	-H(-)	hydroxynonanoyl carnitine	10694.5	10823	4833	8353.5	6669.5	5456	8706.5	7911.5	6906.5	10692.5	HMDB0125227	HMDB0125227
741	327.1282	9200.795359	C17H20N4OS	-H(-)	hydroxyolanzapine	9378.5	8591.5	7800	7441.5	8006.5	11826	10371	8902	10737.5	11695	HMDB0127029	HMDB0127029
621	287.1859	15931.38728	C15H28O5	-H(-)	Hydroxypentadecanedioic acid	14787	19086	10994	12773.5	16346	16233	16837.5	16477.5	17658.5	18299	C16640	C16640
72	117.0557	69150.6014	C5H10O3	-H(-)	Hydroxypentanoic acid	36407.5	39291.5	28829	34941	60610	78779.5	38774	37215.5	42007.5	49824.5	HMDB0032595	HMDB0032595
304	193.0657	183374.4027	C14H10O	-H(-)	Hydroxyphenanthrene	379928	216879	50228	33746.5	322487.5	338168	335106	344526	263779.5	223889	HMDB0137311	HMDB0137311
573	271.0274	18057.84589	C11H12O6S	-H(-)	Hydroxyphenyl)-gamma-valero...	17344.5	16325.5	24415.5	22004.5	13265	15047.5	16409.5	14406.5	20149	18879	CHEBI:90483	CHEBI:90483
209	165.0557	78094.27291	C9H10O3	-H(-)	Hydroxyphenyl)propanoic acid	46978.5	53251.5	33913	40289	146663	218029	47480.5	45530	70893.5	94384	C19800	C19800
169	151.0398	153892.986	C8H8O3	-H(-)	Hydroxyphenylacetic acid	137471	153933.5	118085.5	130763	144378.5	132006	140621.5	132644	132830.5	137514	HMDB0040887	HMDB0040887
599	280.0829	570059.8682	C13H15NO6	-H(-)	Hydroxyphenylacetylglutamic...	1144904.5	680397	154421	82501	1091800	1111197.5	1058337.5	1029022.5	802757	718372	HMDB0029987	HMDB0029987
255	179.0350	38559.17626	C9H8O4	-H(-)	Hydroxyphenylpyruvic acid	36158.5	37466.5	27169	27848	42594	36745	39801	39631.5	37922.5	36868.5	CHEBI:88699	CHEBI:88699
700	313.2752	13026.89317	C19H38O3	-H(-)	hydroxypristanic acid	12053.5	10942	16169	17287	11651.5	11502.5	12710.5	11788.5	14936.5	12798.5	CHEBI:33277	CHEBI:33277
126	137.0466	37865.1849	C5H6N4O	-H(-)	Hydroxypurine	27849	54535	25887	44865.5	26411.5	27812	30786.5	29601.5	28753	39073	HMDB0002180	HMDB0002180
416	219.0815	124826.1613	C8H16N2O3S	-H(-)	Hydroxypyrene &1	235216.5	153548	35135	22960.5	223093.5	244849	222838.5	227362	161807.5	160736	C13744	C13744
30	94.0296	68728.81659	C5H5NO	-H(-)	Hydroxypyridine	64671.5	70371.5	59317	69661	58567.5	55894	81936.5	75898	69821.5	71303.5	HMDB0032371	HMDB0032371
689	309.2430	9538.041242	C19H34O3	-H(-)	Hydroxysterculic acid	7523	8735.5	6804.5	7783.5	8007.5	8949	9218.5	9633.5	9220.5	9467	CHEBI:37922	CHEBI:37922
294	189.0767	44531.8143	C8H14O5	-H(-)	Hydroxysuberic acid	48572	41449	21898.5	27794	63179	49847.5	51745	46196	62909.5	56553	CHEBI:75666	CHEBI:75666
909	404.1825	8037.301213	C20H27N3O6	-H(-)	Imidapril	7760.5	7285.5	6834	7667	6721.5	7185.5	9664	7901.5	9105.5	7009.5	HMDB0127029	HMDB0127029
114	133.0658	49863.46694	C9H10O	-H(-)	Indan-ol	36056	35347.5	23707	28482.5	33813.5	33225.5	32849	32850.5	31275	31224	HMDB0032457	HMDB0032457
69	116.0502	24030.89675	C8H7N	-H(-)	Indole	17833.5	19270	8432.5	10438	10362.5	9424.5	16412	16796.5	13873.5	13050.5	HMDB0133163	HMDB0133163
478	239.9967	25833.9706	C9H7NO5S	-H(-)	Indole-carboxilic acid-O-su...	39620	22455.5	7320	5866	38399.5	41093.5	39719	91714.5	26644	23977	HMDB0094599	HMDB0094599
193	160.0401	15047.32686	C9H7NO2	-H(-)	Indolecarboxylic acid	12869	12514	9987.5	10914	10947.5	10046	12781.5	32309.5	11871	14351	CHEBI:85148	CHEBI:85148
296	190.0157	10918.49797	C9H5NO4	-H(-)	Indolequinone-carboxylic acid	11294.5	9988	7258.5	6052	11603.5	11045	12142.5	11554.5	10477.5	11293	CHEBI:53773	CHEBI:53773
388	212.0025	35592.70544	C8H7NO4S	-H(-)	Indoxyl sulfate	5589	7141	4139	5248.5	9800	9523	7818.5	7700.5	8886.5	7534	CHEBI:87045	CHEBI:87045
1035	487.2555	9459.763957	C24H40O10	-H(-)	Ionol O-[arabinosyl-(>6)-he...	7731.5	7921.5	7600	8439	10371	8880.5	9206	7689.5	9415	9471	CHEBI:85803	CHEBI:85803
527	255.1963	47829.98813	C15H28O3	-H(-)	Ipomeatetrahydrofuran	41653	54390	33760.5	34868.5	43565.5	41920.5	48795.5	50277.5	42710	43782	HMDB0094599	HMDB0094599
22	85.0655	14022.94932	C5H10O	-H(-)	Iso-Valeraldehyde	11895.5	13804.5	9774	11426.5	17027	15932.5	13169.5	13201.5	13132.5	15088.5	HMDB0029987	HMDB0029987
298	191.0203	835161.6303	C6H8O7	-H(-)	Iso)Citrate	521804.5	269608.5	102077	202551	2191145.5	1508403	556116	3892148	793891	708469	HMDB0137311	HMDB0137311
104	130.0874	338813.0286	C6H13NO2	-H(-)	Iso)Leucine	191044.5	327454.5	41514.5	91165.5	57115	68719	130446	132835.5	114276.5	136169	CHEBI:16104	CHEBI:16104
451	230.1400	7589.852253	C11H21NO4	-H(-)	Isobutyryl-carnitine	8031.5	6872	4803	6075.5	7064	7285	15105	8396	8613	8047.5	HMDB0036576	HMDB0036576
368	207.1027	32415.10324	C12H16O3	-H(-)	Isoelemicin	35829	34741.5	22528.5	22852	36130	35098	35769.5	35157	32700.5	32239	HMDB0038234	HMDB0038234
1221	837.6620	18616.52188	C53H90O7	-H(-)	Isofucosterol O-[O-(Octadec...	18193.5	25882	16693.5	19411	12136	11473.5	19357	19527	19668	20334	HMDB0124594	HMDB0124594
710	316.1668	36660.75174	C17H23N3O3	-H(-)	Isoleucyl-Tryptophan	25737.5	59208.5	94892.5	156739.5	23217	16293	28689	20168	27986	31559	HMDB0125227	HMDB0125227
553	264.0616	31886.58685	C11H11N3O5	-H(-)	Isoniazid ketoglutaric acid	30212	40377	20520.5	32490	37121.5	44241	59459.5	66046	35600	43106.5	CHEBI:90970	CHEBI:90970
821	358.1072	10847.74099	C14H21N3O6S	-H(-)	Isopenicillin N	11324	14920	8983	10823	9219	8965.5	18778	18687	11654	12076	HMDB0125227	HMDB0125227
890	395.2069	11442.09882	C21H32O7	-H(-)	Isopetasoside	11735	10445.5	8491.5	8667	10917.5	11361.5	13141	11423.5	13462	12704.5	HMDB0012459	HMDB0012459
170	151.0763	63118.38877	C9H12O2	-H(-)	Isopropyl-benzenediol	61184.5	73422.5	49608.5	54062	70080.5	67964.5	67428.5	65331	66256	65138.5	CHEBI:31028	CHEBI:31028
185	157.0508	50481.05668	C7H10O4	-H(-)	Isopropylmaleate	46359.5	50106.5	33011.5	42104	76471.5	57611	52214.5	46287.5	52292	55350	HMDB0033747	HMDB0033747
704	315.0505	41401.10303	C16H12O7	-H(-)	Isorhamnetin	87083	56212.5	9252	10336	67852	69814	65339.5	77833.5	36171.5	34207	C06422	C06422
612	284.1230	18970.84316	C16H19N3S	-H(-)	Isothipendyl	20316	24923	10794.5	14009	17431	18989	25771.5	21861.5	19727	20521.5	HMDB0127029	HMDB0127029
450	230.1033	8482.064206	C10H17NO5	-H(-)	Isovalerylglutamic acid	7268.5	8218	4913	6676.5	9358.5	13485	11580	7888	10620.5	12535	CHEBI:85208	CHEBI:85208
327	198.0515	8640.475232	C7H9N3O4	-H(-)	Isowillardiine	9005	9543	6912	7035	8881.5	9542	9835	8898	9424	9549	CHEBI:17061	CHEBI:17061
252	178.0371	7618.216402	C6H13NOS2	-H(-)	Isoxanthopterin &1	9747	8876	4689	5024.5	9359.5	10371.5	11432.5	9713	8299	8788	C15465	C15465
99	129.0189	106836.0253	C5H6O4	-H(-)	Itaconate	59273	47119.5	31039.5	38078	263939	324750.5	61459.5	94653.5	120472	134595	HMDB0133177	HMDB0133177
1085	541.2082	9872.612812	C29H34O10	-H(-)	Italidipyrone	9910	7870.5	5503.5	5307.5	9696	10863	10476	10119	7886.5	7940	CHEBI:85803	CHEBI:85803
786	341.1603	15874.52158	C17H26O7	-H(-)	Jasmolone hexoside	14222	13286	9467.5	8880.5	11995.5	13684	17034	14782	16791	14828.5	HMDB0127029	HMDB0127029
374	209.1183	22864.23399	C12H18O3	-H(-)	Jasmonic acid	22213	24375.5	16930	18101	25422.5	22785.5	22195.5	20464	23939	24232	CHEBI:75666	CHEBI:75666
974	437.1596	13622.68622	C25H26O7	-H(-)	Kanzonol T	17175.5	12854	10251.5	9979.5	14947.5	14497	17085	14922.5	16432	14458.5	CHEBI:37922	CHEBI:37922
281	186.0762	25170.36463	C8H13NO4	-H(-)	Keto-acetamidocaproate	19248	20056.5	17294.5	16875	39136	58492.5	21601	18399.5	24301.5	29642.5	CHEBI:27753	CHEBI:27753
767	333.2065	28224.74637	C20H30O4	-H(-)	Keto-dihydroprostaglandin A2	23656.5	27471.5	14158	14407.5	20929.5	23974.5	22206.5	22593.5	21021.5	20357	HMDB0011774	HMDB0011774
65	115.0399	96358.35866	C5H8O3	-H(-)	Ketovaline	82443.5	94327	60810.5	70288	100995	96843.5	84585.5	90743	91132.5	95506.5	HMDB0060987	HMDB0060987
370	208.1702	7895.935914	C13H23NO	-H(-)	Labienoxime	7930.5	7103.5	4459	5495	6356.5	7398	8346.5	6932.5	6357	6697	C09374	C09374
25	89.0244	929166.1555	C3H6O3	-H(-)	Lactate	335734.5	795977.5	208369.5	523137.5	580975.5	1859623	395201	431637.5	388199	949190	CHEBI:31135	CHEBI:31135
896	397.3319	22542.38147	C24H46O4	-H(-)	Lauroyl peroxide	16291	21896.5	20514.5	19766.5	16978.5	22286.5	19817	19253	18715	23015.5	C17767	C17767
531	256.1928	19582.17339	C14H27NO3	-H(-)	Lauroylglycine	14241	22319.5	12267	11425	12805.5	14037.5	22758	17961.5	15482.5	16941.5	C18400	C18400
719	317.2130	16794.87792	C20H30O3	-H(-)	Leukotriene A4	15970.5	17141	9472	10888	15014	16114.5	17144.5	15451.5	13632	15570.5	HMDB0002586	HMDB0002586
979	440.2474	10841.67292	C23H39NO5S	-H(-)	Leukotriene E3	9246	11818	9931.5	18867	8479.5	8290	22648	8787	14323.5	17263	C09686	C09686
222	169.0992	9564.233188	C8H14N2O2	-H(-)	Levetiracetam	8641	10539	6473	7053.5	10091	8275.5	8302	8201	8384.5	8787.5	HMDB0029987	HMDB0029987
1178	727.2920	6714.798595	C45H44O9	-H(-)	Licoagrodin	5176	5916.5	7462.5	6609	5190.5	5542.5	6197	5641.5	6979.5	6376.5	HMDB0124594	HMDB0124594
1066	523.1813	9637.26562	C25H32O12	-H(-)	Ligustroside	8398.5	8627.5	6824.5	7576.5	28942	9921.5	8515	9537	13317	7420	C03870	C03870
533	257.1543	16750.78737	C17H22O2	-H(-)	Linalyl benzoate	22346.5	20033.5	9054	9162.5	19343	22835	22805.5	21810	17445	17453	C17449	C17449
831	364.2855	8136.945642	C22H39NO3	-H(-)	Linoleoyl GABA	5221	5433	3562	3506	4938.5	5006.5	5288.5	4329.5	5160	5483	HMDB0125227	HMDB0125227
937	417.1549	688559.0867	C22H26O8	-H(-)	Lirioresinol A	932990	1022759	21566.5	20787	594069.5	2497461	682698	2156580	526332.5	1134668.5	HMDB0127029	HMDB0127029
910	404.2184	12853.99944	C21H31N3O5	-H(-)	Lisinopril	15237	19302	10044.5	11220.5	16371.5	15267	14843.5	12515.5	17161	16942.5	HMDB0031114	HMDB0031114
1097	556.1336	130412.0645	C27H29N2O7S2.	-H(-)	Lissamine rhodamine B	302456	124648	12557	8175.5	271030	284936	260163.5	251799	161353	133529.5	CHEBI:88431	CHEBI:88431
776	337.2030	34321.4823	C19H30O5	-H(-)	Lisuride &1	35541	33480	20207.5	19825	28917	34757	35117.5	33344.5	33373	33953	HMDB0133719	HMDB0133719
516	253.1810	21949.85711	C15H26O3	-H(-)	Lubiminol	19007.5	21744.5	20090.5	19066.5	20309.5	17961.5	20846.5	20335.5	20847.5	19280.5	HMDB0127029	HMDB0127029
1060	515.2641	48699.51199	C29H40O8	-H(-)	Lucidenic acid E2	67370.5	78108.5	53296.5	61837.5	54216.5	39953	75346	57884.5	83571	66709.5	HMDB0029028	HMDB0029028
1220	835.4487	9308.544528	C44H68O15	-H(-)	Lucyoside M	8740	8458	23311.5	19945.5	6727.5	6363.5	9087.5	8296	8286	8816.5	HMDB0124594	HMDB0124594
1126	601.2520	8038.399794	C29H38N4O10	-H(-)	Lymecycline	5949.5	5757.5	8051.5	7363	6368.5	6209	6267.5	5998	6580.5	7601	CHEBI:85803	CHEBI:85803
147	145.0981	119370.3852	C6H14N2O2	-H(-)	Lysine	67303	121830	32107.5	49763.5	88818.5	92487.5	64152.5	59945.5	111463.5	69700.5	HMDB0140287	HMDB0140287
997	457.2356	15922.53513	C23H39O7P	-H(-)	Lyso-arachidonoyl-phosphati...	10240.5	12787.5	8789	8964	8440.5	10043	12344.5	16234.5	10734	12536.5	C19422	C19422
971	435.2514	23080.76477	C21H41O7P	-H(-)	LysoPA(0:0/18:1)	9661.5	11567	7104	9517	8480.5	8722	12877.5	12653.5	10604.5	10679	HMDB0060754	HMDB0060754
952	423.2887	7746.236102	C21H45O6P	-H(-)	LysoPA(18:0e/0:0)	7929	7828.5	6305	6260.5	7003.5	7805.5	7264	8571.5	7970	7194.5	C08742	C08742
1032	483.2521	7970.246059	C25H41O7P	-H(-)	LysoPA(22:5/0:0)	7148	5378.5	5118.5	5563	5671	7068	7177	6719.5	7941	6526.5	CHEBI:85803	CHEBI:85803
1029	480.3094	396120.6409	C23H48NO7P	-H(-)	LysoPC(15:0)	122922	203388	87740.5	148171.5	47520	60529	215630	246283.5	115044.5	143112.5	HMDB0060754	HMDB0060754
1039	494.3249	15852.50271	C24H50NO7P	-H(-)	LysoPC(16:0)	10565	8179	4644	6145	8267	8630.5	11617.5	11194.5	8631.5	7869	HMDB0031114	HMDB0031114
1037	492.3090	7500.900057	C24H48NO7P	-H(-)	LysoPC(16:1/0:0)	5387.5	6846	5283.5	5840.5	6792	5622.5	7268	6743.5	5253.5	6237	CHEBI:85803	CHEBI:85803
948	422.2304	8759.116961	C19H38NO7P	-H(-)	LysoPE(0:0/14:1)	12967	11459.5	7510	7095	9227	8499	9936.5	9003	11368.5	9755	HMDB0094599	HMDB0094599
992	452.2779	27503.10733	C21H44NO7P	-H(-)	LysoPE(0:0/16:0)	14993	24386.5	13188.5	19465	8927.5	10010	28476	29717.5	16913.5	20523	HMDB0031114	HMDB0031114
1023	478.2935	37365.7667	C23H46NO7P	-H(-)	LysoPE(0:0/18:1)	18109.5	29822	13950	23071.5	9318	11771.5	30472	37364.5	18894	21984	CHEBI:4551	CHEBI:4551
1021	476.2778	30127.75786	C23H44NO7P	-H(-)	LysoPE(0:0/18:2)	12372	11460	4669	5503.5	10313	11283.5	12215.5	12369	9650	7990	CHEBI:4551	CHEBI:4551
1017	474.2627	7973.36155	C23H42NO7P	-H(-)	LysoPE(0:0/18:3)	6487	10797	5371.5	6067.5	5574.5	7006.5	8424.5	8562.5	6078.5	6824.5	HMDB0029498	HMDB0029498
1054	508.3403	103153.3424	C25H52NO7P	-H(-)	LysoPE(0:0/20:0)	31035	52328.5	22608	39085	20160	26357	69099.5	69789.5	33570	42788.5	HMDB0114410	HMDB0114410
1052	506.3245	70250.41535	C25H50NO7P	-H(-)	LysoPE(0:0/20:1)	13057.5	19924.5	11980.5	16926.5	10933	11685	23845.5	23310.5	16283	18125.5	HMDB0060754	HMDB0060754
1050	504.3091	86406.51378	C25H48NO7P	-H(-)	LysoPE(0:0/20:2)	9096.5	18129.5	6509	8299.5	8846	8935.5	11819	11488.5	11147	10265.5	HMDB0060754	HMDB0060754
1047	500.2776	23929.9889	C25H44NO7P	-H(-)	LysoPE(0:0/20:4)	12446.5	13579	5876	8528	9566	9706.5	14665	14346	11154.5	10478	HMDB0060754	HMDB0060754
1072	528.3087	23882.67294	C27H48NO7P	-H(-)	LysoPE(0:0/22:4)	6578	9505	5297.5	5649	6100.5	6579.5	8897	6939	7325	6694	CHEBI:89404	CHEBI:89404
724	323.0784	51260.62545	C15H16O8	-H(-)	Mahaleboside	75010.5	56655.5	15284	14608	78529.5	69981	136664.5	78448	63177	71984.5	HMDB0133719	HMDB0133719
695	313.0513	27050.54065	C10H19O7PS	-H(-)	Malaoxon	31038.5	19447	18873	16924	31373	31380.5	31604.5	29181	30210.5	24613	CHEBI:88836	CHEBI:88836
112	133.0141	184735.6447	C4H6O5	-H(-)	Malate	285595.5	203306.5	53405	89773.5	130685.5	115812.5	431823.5	429961	248158	225670	CHEBI:87383	CHEBI:87383
62	114.0197	67161.16542	C4H5NO3	-H(-)	Maleamic acid	41369.5	29022	20573	28989	215687.5	173482	84846.5	72947	103181.5	91141.5	HMDB0141768	HMDB0141768
280	186.0411	9206.292333	C7H9NO5	-H(-)	Malonylamino)cyclopropaneca...	7321.5	9302.5	6804.5	6742.5	8580.5	9617.5	9823.5	8818.5	9946.5	10302	HMDB0039174	HMDB0039174
1062	517.0995	8285.508304	C24H22O13	-H(-)	Malonylgenistin	7923.5	10552	7501	6831.5	7296	15550.5	10114	15505.5	7360.5	9155	HMDB0125198	HMDB0125198
1262	989.3201	12012.57103	C36H62O31	-H(-)	Maltohexaose	8058.5	6043	16954	11361.5	33357.5	36745	7715.5	8736	11649.5	13038	HMDB0124594	HMDB0124594
963	429.1914	19270.20615	C24H30O7	-H(-)	Mammea E/BB	9375	8743	10017.5	11206.5	10023.5	9566	9940.5	9468.5	11898	11378	HMDB0007933	HMDB0007933
265	181.0709	49304.79935	C6H14O6	-H(-)	Mannitol	33191.5	61540.5	24241	35257	42186	55091.5	65581	48119	43024	51583.5	HMDB0010701	HMDB0010701
976	439.1556	30159.22247	C28H24O5	-H(-)	Marchantin A	28865.5	33743.5	36158.5	43087.5	22492	38106.5	29813.5	38293	30849.5	34865	CHEBI:88431	CHEBI:88431
697	313.1455	14892.15241	C19H22O4	-H(-)	Menadiol dibutyrate	14682.5	10617.5	19745.5	18488	12308.5	14263	14772	14088.5	18493	19425	HMDB0061663	HMDB0061663
181	155.1446	9852.161374	C10H20O	-H(-)	Menthol	10169.5	9560	7214.5	8334	10475	10235	10360	10705.5	9332.5	10342.5	HMDB0061879	HMDB0061879
108	131.0537	22701.79256	C6H12OS	-H(-)	Mercapto-methyl-pentanone	17176	16132	10446	11275.5	58496	44159	26455.5	23893.5	31672.5	28064	C04287	C04287
78	120.9962	15410.87237	C3H6O3S	-H(-)	Mercaptolactate	20102.5	21642	8330.5	10123	17357.5	19225	16877.5	20367.5	22342	17993	HMDB0032320	HMDB0032320
319	196.0968	8135.604056	C10H15NO3	-H(-)	Metanephrine	6501	7423	5877.5	7311.5	8297.5	8332.5	10407.5	9160	8239	8894	C13744	C13744
128	139.9941	24886.04891	C2H8NO2PS	-H(-)	Methamidophos	21093.5	22616	22424.5	22282	21760.5	19951.5	24837.5	21090	22966.5	25008	HMDB0127950	HMDB0127950
539	260.0061	14699.76862	C9H11NO4S2	-H(-)	Methasulfocarb	14936	15097.5	7331.5	8824.5	13770.5	16721.5	15817.5	15906	13417	13517	HMDB0094599	HMDB0094599
859	378.0891	54482.53898	C17H19N2O6S.	-H(-)	Methicillin sodium	16551	23075.5	25789	11861.5	14333.5	22589	19173	552080.5	24363.5	21969	HMDB0094599	HMDB0094599
158	148.0440	19068.40074	C5H11NO2S	-H(-)	Methionine	17413	25395.5	5453.5	7446.5	9897.5	11768	9774.5	11046	9933.5	11428.5	HMDB0062248	HMDB0062248
470	235.0761	404671.4825	C8H16N2O4S	-H(-)	Methionyl-Serine &1	810062.5	486412	103395.5	61540.5	737760	801816	744612.5	761967	567463.5	514109.5	CHEBI:87246	CHEBI:87246
620	287.0895	12861.31534	C12H20N2O2S2	-H(-)	Methitural	14421	13552	10207.5	11345.5	14805	12365	16360.5	12103.5	17567	14389	HMDB0094599	HMDB0094599
525	255.1241	34034.64754	C13H20O5	-H(-)	Methoxy-(trimethoxyphenyl)-...	34337.5	35722.5	22727.5	25184.5	31832	31404	34739	32538	36595.5	34888.5	C18400	C18400
555	265.0864	13894.25233	C17H14O3	-H(-)	Methoxy-methylisoflavone	17419	15743.5	11073.5	10899	15286	15563	18957.5	17726	15517.5	18243	HMDB0125227	HMDB0125227
540	260.0232	16492.28243	C9H11NO6S	-H(-)	Methoxyacetaminophen sulfate	14242.5	15612	6659	8448.5	13081	15867.5	15360	20412	13641	13627	CHEBI:88699	CHEBI:88699
503	249.0659	20852.15707	C15H10N2O2	-H(-)	Methoxycanthin-one	16169	14325.5	8314.5	9353	15851.5	13754	14310	14769	13842.5	15954.5	HMDB0127029	HMDB0127029
248	177.0561	40758.32886	C10H10O3	-H(-)	Methoxycinnamic acid	41821	47953	26436.5	30614.5	42372	46910.5	43956.5	44838	39194.5	47137	HMDB0034015	HMDB0034015
613	285.0606	18473.8806	C12H14O8	-H(-)	Methoxyfukiic acid	16529	17465	10013	11787.5	14778	15648.5	16183.5	54565	16433	15878	HMDB0127029	HMDB0127029
567	268.0979	8032.924548	C16H15NO3	-H(-)	Methoxyphenyl)-methyl-pyrid...	8430	10606.5	6927.5	7105	8488.5	9298.5	9377.5	8843.5	9628	9851	HMDB0010701	HMDB0010701
376	210.0773	14118.83478	C10H13NO4	-H(-)	Methoxytyrosine	13573	14007.5	8689	10951	17124	15971	14981	13171.5	15860	15938	CHEBI:87246	CHEBI:87246
357	205.0339	17074.95822	C11H10O2S	-H(-)	Methyl -(methyl-thienyl)-pe...	19776	15867	10386.5	10235	17480.5	16041.5	21291	18289	19379	19969	CHEBI:75666	CHEBI:75666
515	253.1077	24196.29504	C13H18O5	-H(-)	"Methyl (2,dihydroxy-methylb..."	24643	24099.5	18672.5	18821.5	24427.5	25341	24659	23083.5	24527.5	24048.5	CHEBI:78261	CHEBI:78261
